customerID,Churn,snapdate
7469-LKBCI,No,2024-09-01
4929-XIHVW,No,2024-09-01
9420-LOJKX,Yes,2024-09-01
0731-EBJQB,No,2024-09-01
2424-WVHPL,No,2024-09-01
4549-ZDQYY,No,2024-09-01
6207-WIOLX,Yes,2024-09-01
3874-EQOEP,Yes,2024-09-01
1875-QIVME,Yes,2024-09-01
2472-OVKUP,Yes,2024-09-01
4195-NZGTA,No,2024-09-01
3316-UWXUY,No,2024-09-01
4629-NRXKX,Yes,2024-09-01
7633-MVPUY,No,2024-09-01
3727-OWVYD,No,2024-09-01
7277-OZCGZ,No,2024-09-01
9498-FIMXL,No,2024-09-01
5160-UXJED,No,2024-09-01
0259-GBZSH,Yes,2024-09-01
9774-NRNAU,No,2024-09-01
4163-NCJAK,No,2024-09-01
7781-HVGMK,No,2024-09-01
5760-WRAHC,No,2024-09-01
3583-EKAPL,Yes,2024-09-01
6778-YSNIH,No,2024-09-01
8535-SFUTN,No,2024-09-01
1403-GYAFU,No,2024-09-01
1352-HNSAW,No,2024-09-01
7025-WCBNE,No,2024-09-01
5512-IDZEI,No,2024-09-01
4765-OXPPD,Yes,2024-09-01
9931-KGHOA,No,2024-09-01
2024-BASKD,Yes,2024-09-01
3088-FVYWK,No,2024-09-01
6663-JOCQO,No,2024-09-01
7929-DMBCV,No,2024-09-01
6621-YOBKI,No,2024-09-01
9477-LGWQI,No,2024-09-01
0236-HFWSV,Yes,2024-09-01
3442-ZHHCC,No,2024-09-01
4853-RULSV,Yes,2024-09-01
9650-VBUOG,No,2024-09-01
2252-NKNSI,No,2024-09-01
1573-LGXBA,No,2024-09-01
3804-RVTGV,Yes,2024-09-01
7508-SMHXL,No,2024-09-01
0454-OKRCT,No,2024-09-01
8584-KMVXD,No,2024-09-01
5002-GCQFH,No,2024-09-01
8361-LBRDI,No,2024-09-01
6614-YOLAC,No,2024-09-01
1352-VHKAJ,No,2024-09-01
3845-JHAMY,No,2024-09-01
3097-NNSPB,Yes,2024-09-01
5832-TRLPB,No,2024-09-01
9763-PDTKK,Yes,2024-09-01
8257-RZAHR,Yes,2024-09-01
8992-CEUEN,No,2024-09-01
6270-OMFIW,Yes,2024-09-01
8221-HVAYI,No,2024-09-01
1373-ORVIZ,Yes,2024-09-01
0384-RVBPI,No,2024-09-01
7595-EUIVN,Yes,2024-09-01
4598-ZADCK,No,2024-09-01
7993-PYKOF,Yes,2024-09-01
3941-XTSKM,No,2024-09-01
7537-RBWEA,No,2024-09-01
7266-GSSJX,No,2024-09-01
6567-HOOPW,Yes,2024-09-01
9885-AIBVB,No,2024-09-01
2692-BUCFV,No,2024-09-01
6718-BDGHG,No,2024-09-01
6890-PFRQX,No,2024-09-01
9777-WJJPR,No,2024-09-01
8605-ITULD,No,2024-09-01
9972-EWRJS,No,2024-09-01
7107-UBYKY,No,2024-09-01
6518-KZXCB,No,2024-09-01
2812-SFXMJ,No,2024-09-01
8246-SHFGA,No,2024-09-01
1971-DTCZB,No,2024-09-01
4248-QPAVC,Yes,2024-09-01
8580-AECUZ,Yes,2024-09-01
1442-OKRJE,No,2024-09-01
8917-SZTTJ,No,2024-09-01
9964-WBQDJ,No,2024-09-01
8375-DKEBR,Yes,2024-09-01
9436-ZBZCT,Yes,2024-09-01
7156-MHUGY,Yes,2024-09-01
2348-KCJLT,No,2024-09-01
2070-XYMFH,No,2024-09-01
3402-XRIUO,No,2024-09-01
2485-ITVKB,Yes,2024-09-01
3062-ICYZQ,No,2024-09-01
4193-ORFCL,Yes,2024-09-01
5668-MEISB,No,2024-09-01
7409-JURKQ,No,2024-09-01
8735-IJJEG,No,2024-09-01
4425-OWHWB,No,2024-09-01
0607-MVMGC,No,2024-09-01
1492-QGCLU,No,2024-09-01
5349-AZPEW,No,2024-09-01
5346-BZCHP,No,2024-09-01
3392-EHMNK,No,2024-09-01
8957-THMOA,No,2024-09-01
3373-DIUUN,No,2024-09-01
5656-MJEFC,No,2024-09-01
2560-WBWXF,No,2024-09-01
3995-WFCSM,No,2024-09-01
3988-RQIXO,Yes,2024-09-01
5802-ADBRC,No,2024-09-01
2482-CZGBB,Yes,2024-09-01
1399-UBQIU,No,2024-09-01
0093-EXYQL,No,2024-09-01
7488-MXJIV,Yes,2024-09-01
8552-OBVRU,No,2024-09-01
2809-ILCYT,No,2024-09-01
9755-JHNMN,No,2024-09-01
2712-SYWAY,No,2024-09-01
7318-EIVKO,No,2024-09-01
6901-GOGZG,No,2024-09-01
8263-JQAIK,Yes,2024-09-01
3325-FUYCG,Yes,2024-09-01
1323-OOEPC,Yes,2024-09-01
1552-TKMXS,No,2024-09-01
7016-NVRIC,No,2024-09-01
3612-YVGSJ,No,2024-09-01
2882-DDZPG,No,2024-09-01
8216-AZUUZ,No,2024-09-01
8384-FZBJK,No,2024-09-01
5976-JCJRH,Yes,2024-09-01
6861-XWTWQ,Yes,2024-09-01
4873-ILOLJ,Yes,2024-09-01
4191-XOVOM,No,2024-09-01
7629-WIXZF,No,2024-09-01
0431-APWVY,Yes,2024-09-01
1110-KYLGQ,No,2024-09-01
7909-FIOIY,No,2024-09-01
6366-XIVKZ,No,2024-09-01
1023-BQXZE,No,2024-09-01
5804-JMYIO,No,2024-09-01
2454-RPBRZ,Yes,2024-09-01
1897-OKVMW,No,2024-09-01
7508-MYBOG,Yes,2024-09-01
0495-RVCBF,Yes,2024-09-01
9747-DDZOS,Yes,2024-09-01
8059-UDZFY,No,2024-09-01
5815-HGGHV,No,2024-09-01
9348-ROUAI,No,2024-09-01
2207-QPJED,No,2024-09-01
3352-RICWQ,No,2024-09-01
3923-CSIHK,Yes,2024-09-01
5117-ZSMHQ,No,2024-09-01
9224-VTYID,No,2024-09-01
8189-DUKMV,No,2024-09-01
8809-RIHDD,Yes,2024-09-01
8336-TAVKX,No,2024-09-01
7993-NQLJE,No,2024-09-01
8908-SLFCJ,No,2024-09-01
7636-OWBPG,No,2024-09-01
4359-INNWN,No,2024-09-01
9938-EKRGF,No,2024-09-01
