customerID,Churn,snapdate
9305-CDSKC,Yes,2023-10-01
6865-JZNKO,No,2023-10-01
3714-NTNFO,No,2023-10-01
5122-CYFXA,No,2023-10-01
4445-ZJNMU,No,2023-10-01
6180-YBIQI,No,2023-10-01
4622-YNKIJ,No,2023-10-01
5716-EZXZN,No,2023-10-01
6345-FZOQH,No,2023-10-01
1024-GUALD,Yes,2023-10-01
7674-YTAFD,No,2023-10-01
6778-JFCMK,No,2023-10-01
0221-WMXNQ,No,2023-10-01
0123-CRBRT,No,2023-10-01
6202-DYYFX,No,2023-10-01
1248-DYXUB,No,2023-10-01
4983-CLMLV,No,2023-10-01
0021-IKXGC,No,2023-10-01
1010-DIAUQ,Yes,2023-10-01
4895-TMWIR,Yes,2023-10-01
7606-BPHHN,No,2023-10-01
2055-SIFSS,No,2023-10-01
7752-XUSCI,Yes,2023-10-01
2996-XAUVF,No,2023-10-01
7971-HLVXI,No,2023-10-01
5609-CEBID,Yes,2023-10-01
0750-EBAIU,No,2023-10-01
7129-AZJDE,No,2023-10-01
5846-NEQVZ,No,2023-10-01
5192-EBGOV,Yes,2023-10-01
4723-BEGSG,No,2023-10-01
3003-CMDUU,No,2023-10-01
1626-ERCMM,Yes,2023-10-01
2800-VEQXM,No,2023-10-01
1536-HBSWP,No,2023-10-01
7133-VBDCG,Yes,2023-10-01
6549-YMFAW,No,2023-10-01
2499-AJYUA,No,2023-10-01
4718-DHSMV,No,2023-10-01
0691-IFBQW,Yes,2023-10-01
9926-PJHDQ,No,2023-10-01
2311-QYMUQ,Yes,2023-10-01
0422-OHQHQ,No,2023-10-01
3671-SHRSP,Yes,2023-10-01
4661-NJEUX,No,2023-10-01
0781-LKXBR,Yes,2023-10-01
5393-HJZSM,No,2023-10-01
6680-WKXRZ,Yes,2023-10-01
9889-TMAHG,Yes,2023-10-01
9369-XFEHK,Yes,2023-10-01
2858-EIMXH,No,2023-10-01
7868-TMWMZ,No,2023-10-01
3524-WQDSG,No,2023-10-01
0634-SZPQA,Yes,2023-10-01
4441-NIHPT,Yes,2023-10-01
