customerID,Churn,snapdate,Contract,PaperlessBilling,PaymentMethod,AutoRenewal,BillingCycle,DiscountApplied,LoyaltyProgramMember,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,SmartHomePackage,GamingBundle,InternationalCallingPlan,CloudStoragePlan,gender,SeniorCitizen,Partner,Dependents,EducationLevel,HouseholdSize,EmploymentStatus,AnnualIncomeBracket,MonthlyCharges,AverageDataUsage,AppLoginFrequency,CustomerSatisfactionScore
9305-CDSKC,Yes,2023-10-01,Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,female,0.0,No,No,Bachelor,1.0,Self-employed,>150k,99.65,319.94,4.0,ORPH-694b06ff
6865-JZNKO,No,2023-10-01,Month-to-month,Yes,Bank transfer (automatic),Yes,Monthly,No,Yes,Yes,No,DSL,Yes,Yes,No,No,No,No,Yes,No,Yes,Yes,female,0.0,No,No,College,1.0,Self-employed,60–100k,55.3,81.93,0.0,2.0
3714-NTNFO,No,2023-10-01,Month-to-month,Yes,Electronic check,Yes,Monthly,No,Yes,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,female,0.0,No,No,Bachelor,1.0,Self-employed,>150k,84.5,318.35,0.0,2.0
5122-CYFXA,No,2023-10-01,Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,No,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,female,0.0,No,No,College,1.0,Self-employed,100–150k,75.3,236.05,0.0,2.0
4445-ZJNMU,No,2023-10-01,Month-to-month,Yes,Credit card (automatic),Yes,Monthly,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,male,0.0,No,No,Bachelor,1.0,Retired,>150k,99.3,374.19,3.0,2.0
5716-EZXZN,No,2023-10-01,Two year,Yes,Credit card (automatic),Yes,Monthly,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,female,0.0,Yes,Yes,Bachelor,4.0,Retired,>150k,99.05,325.83,3.0,3.0
6345-FZOQH,No,2023-10-01,Two year,No,Mailed check,No,Monthly,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Yes,Yes,Yes,male,0.0,Yes,No,College,2.0,Employed,60–100k,19.9,98.87,4.0,3.0
1024-GUALD,Yes,2023-10-01,Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,No,No,No phone service,DSL,No,No,No,No,No,No,No,Yes,No,No,female,0.0,Yes,No,College,2.0,Self-employed,60–100k,24.8,130.47,3.0,3.0
7674-YTAFD,No,2023-10-01,One year,Yes,Bank transfer (automatic),Yes,Monthly,Yes,Yes,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,female,0.0,No,No,Bachelor,1.0,Retired,>150k,79.95,296.64,6.0,3.0
0221-WMXNQ,No,2023-10-01,Month-to-month,No,Electronic check,Yes,Monthly,Yes,No,Yes,No,Fiber optic,Yes,No,No,No,No,No,Yes,No,No,Yes,male,1.0,No,No,College,1.0,Retired,100–150k,75.35,170.82,2.0,2.0
0123-CRBRT,No,2023-10-01,Two year,No,Mailed check,No,Monthly,No,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,female,0.0,Yes,Yes,College,3.0,Self-employed,100–150k,88.1,191.71,8.0,1.0
6202-DYYFX,No,2023-10-01,One year,Yes,Credit card (automatic),Yes,Monthly,Yes,Yes,Yes,Yes,Fiber optic,No,No,No,No,No,No,Yes,Yes,Yes,No,female,0.0,No,No,Bachelor,1.0,Retired,>150k,76.0,320.07,1.0,3.0
0021-IKXGC,No,2023-10-01,Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Yes,No,No,Yes,female,1.0,No,No,College,1.0,Retired,100–150k,72.1,215.54,5.0,3.0
4895-TMWIR,Yes,2023-10-01,Month-to-month,No,Mailed check,Yes,Monthly,No,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,No,No,male,1.0,Yes,No,HighSchool,3.0,Retired,60–100k,19.95,0.0,1.0,3.0
2055-SIFSS,No,2023-10-01,Month-to-month,No,Bank transfer (automatic),No,Monthly,Yes,Yes,Yes,Yes,DSL,No,No,No,No,No,No,Yes,No,Yes,Yes,female,1.0,Yes,No,College,2.0,Retired,60–100k,51.65,96.01,4.0,3.0
7752-XUSCI,Yes,2023-10-01,Month-to-month,Yes,Electronic check,Yes,Monthly,No,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,female,0.0,No,No,Bachelor,1.0,Retired,>150k,105.9,284.73,0.0,2.0
7971-HLVXI,No,2023-10-01,Two year,Yes,Credit card (automatic),No,Monthly,No,Yes,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Yes,No,Yes,Yes,male,0.0,Yes,Yes,Bachelor,2.0,Retired,>150k,84.5,244.32,6.0,3.0
5609-CEBID,Yes,2023-10-01,Month-to-month,Yes,Electronic check,Yes,Monthly,No,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,female,1.0,No,No,College,1.0,Retired,100–150k,94.1,239.84,5.0,1.0
