customerID,Churn,snapdate,Contract,PaperlessBilling,PaymentMethod,AutoRenewal,BillingCycle,DiscountApplied,LoyaltyProgramMember,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,SmartHomePackage,GamingBundle,InternationalCallingPlan,CloudStoragePlan,gender,SeniorCitizen,Partner,Dependents,EducationLevel,HouseholdSize,EmploymentStatus,AnnualIncomeBracket,MonthlyCharges,AverageDataUsage,AppLoginFrequency,CustomerSatisfactionScore
9959-WOFKT,No,2023-08-01,Two year,No,Bank transfer (automatic),No,Monthly,Yes,Yes,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,male,0.0,No,Yes,Bachelor,4.0,Self-employed,>150k,106.7,295.3,6.0,2.0
6572-ADKRS,No,2023-08-01,Month-to-month,Yes,Credit card (automatic),Yes,Monthly,Yes,Yes,Yes,No,Fiber optic,No,No,Yes,No,No,No,Yes,Yes,No,No,female,0.0,No,No,Bachelor,1.0,Retired,>150k,74.8,265.63,0.0,3.0
5067-XJQFU,No,2023-08-01,One year,Yes,Electronic check,Yes,Semiann,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,male,1.0,Yes,Yes,Bachelor,3.0,Retired,>150k,108.45,300.52,0.0,3.0
5590-ZSKRV,No,2023-08-01,Month-to-month,No,Mailed check,No,Monthly,No,Yes,Yes,No,DSL,Yes,Yes,No,No,No,No,Yes,No,Yes,Yes,female,0.0,Yes,Yes,College,5.0,Self-employed,60–100k,54.65,86.26,1.0,3.0
0278-YXOOG,Yes,2023-08-01,Month-to-month,No,Mailed check,Yes,Monthly,No,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,no internet service,Yes,No,Yes,No,male,0.0,No,No,College,1.0,Employed,60–100k,21.05,33.07,0.0,3.0
5299-RULOA,Yes,2023-08-01,Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,Yes,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,female,0.0,Yes,Yes,Bachelor,5.0,Retired,>150k,100.25,363.88,2.0,1.0
3774-VBNXY,No,2023-08-01,Two year,No,Mailed check,No,Monthly,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Yes,Yes,No,female,0.0,Yes,Yes,College,3.0,Employed,60–100k,20.2,62.44,4.0,3.0
2749-CTKAJ,No,2023-08-01,UNK-e5e4c268,No,Mailed check,No,Monthly,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,Yes,No,male,0.0,Yes,Yes,College,3.0,Employed,60–100k,20.15,15.12,4.0,3.0
2070-FNEXE,Yes,2023-08-01,ONE YEAR ,No,Bank transfer (automatic),Yes,Monthly,No,No,Yes,No,Fiber optic,Yes,No,No,No,No,No,No,No,No,Yes,female,1.0,No,No,College,1.0,Retired,100–150k,76.45,141.7,0.0,2.0
0230-WEQUW,No,2023-08-01,Two year,Yes,Bank transfer (automatic),Yes,Monthly,Yes,Yes,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,male,0.0,Yes,No,College,2.0,Self-employed,100–150k,56.6,181.81,6.0,2.0
6655-LHBYW,No,2023-08-01,One year,No,Credit card (automatic),No,Monthly,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,male,0.0,No,No,Bachelor,1.0,Retired,>150k,114.35,366.73,2.0,2.0
3179-GBRWV,No,2023-08-01,Month-to-month,Yes,Bank transfer (automatic),Yes,Monthly,Yes,Yes,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,male,1.0,Yes,No,College,2.0,Retired,60–100k,64.95,152.11,0.0,2.0
6851-WEFYX,No,2023-08-01,Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,Yes,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,male,1.0,Yes,No,Bachelor,2.0,Retired,>150k,100.8,219.85,1.0,ORPH-a9713907
8984-EYLLL,No,2023-08-01,Two year,Yes,Electronic check,No,Monthly,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,male,0.0,Yes,No,Bachelor,2.0,Retired,>150k,105.25,329.2,2.0,3.0
0942-KOWSM,No,2023-08-01,Two year,No,Bank transfer (automatic),No,Monthly,No,Yes,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,female,0.0,Yes,Yes,College,2.0,Self-employed,100–150k,80.8,229.36,6.0,3.0
4431-EDMIQ,No,2023-08-01,Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,No,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,female,0.0,Yes,Yes,College,2.0,Self-employed,100–150k,75.7,197.3,6.0,2.0
6705-LXORM,No,2023-08-01,Month-to-month,No,Electronic check,Yes,Monthly,No,Yes,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,Yes,No,Yes,female,1.0,Yes,No,College,3.0,Retired,100–150k,70.05,220.86,0.0,1.0
