customerID,Churn,snapdate,Contract,PaperlessBilling,PaymentMethod,AutoRenewal,BillingCycle,DiscountApplied,LoyaltyProgramMember,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,SmartHomePackage,GamingBundle,InternationalCallingPlan,CloudStoragePlan,gender,SeniorCitizen,Partner,Dependents,EducationLevel,HouseholdSize,EmploymentStatus,AnnualIncomeBracket,MonthlyCharges,AverageDataUsage,AppLoginFrequency,CustomerSatisfactionScore
4190-MFLUW,Yes,2024-03-01,Month-to-month,No,Credit card (automatic),Yes,Monthly,Yes,Yes,Yes,No,DSL,No,No,Yes,Yes,No,No,No,NO ,Yes,Yes,female,0.0,Yes,Yes,College,3.0,Self-employed,60–100k,55.2,139.56,1.0,3.0
3957-SQXML,No,2024-03-01,Two year,No,Credit card (automatic),Yes,Monthly,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,Yes,No,female,0.0,Yes,Yes,College,2.0,Self-employed,60–100k,24.95,0.0,2.0,2.0
8402-OOOHJ,No,2024-03-01,Two year,No,Mailed check,No,Monthly,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,Yes,Yes,female,0.0,No,No,College,3.0,Employed,60–100k,20.65,14.44,4.0,3.0
7255-SSFBC,No,2024-03-01,Two year,Yes,Bank transfer (automatic),No,Quarter,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,YES ,Yes,male,0.0,Yes,Yes,Bachelor,3.0,Retired,>150k,112.25,363.8,0.0,2.0
0094-OIFMO,Yes,2024-03-01,Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,Yes,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,female,1.0,No,No,College,2.0,Employed,100–150k,95.0,305.66,7.0,1.0
8645-KWHJO,No,2024-03-01,Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,Yes,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,male,0.0,No,No,College,2.0,Self-employed,60–100k,55.0,181.15,7.0,ORPH-3efcd2a1
2985-JUUBZ,No,2024-03-01,Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,Yes,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,No,Yes,No,No,male,0.0,Yes,Yes,College,2.0,Self-employed,100–150k,74.55,189.4,4.0,3.0
7982-VCELR,No,2024-03-01,Month-to-month, Yes  ,Credit card (automatic),Yes,Monthly,No,Yes,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,female,0.0,No,No,Bachelor,1.0,Retired,>150k,94.8,353.59,5.0,2.0
9057-MSWCO,Yes,2024-03-01,Month-to-month,No,Credit card (automatic),Yes,Monthly,Yes,Yes,No,No phone service,DSL,Yes,No,No,No,No,No,No,No,No,No,male,1.0,Yes,No,HighSchool,2.0,Retired,60–100k,30.75,90.03,1.0,3.0
2519-ERQOJ,No,2024-03-01,Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,Yes,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,male,1.0,No,No,College,1.0,Retired,60–100k,54.6,122.11,0.0,4.0
0578-SKVMF,Yes,2024-03-01,Month-to-month,No,Electronic check,Yes,Monthly,Yes,Yes,Yes,No,Fiber optic,No interSet service,Yes,No,No,No,Yes,Yes,Yes,No,Yes,female,0.0,Yes,Yes,Bachelor,2.0,Self-employed,>150k,83.3,345.33,4.0,2.0
5886-VLQVU,No,2024-03-01,Month-to-month,Yes,Bank transfer (automatic),Yes,Monthly,No,Yes,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,No,Yes,Yes,No,male,0.0,Yes,No,Bachelor,2.0,Retired,>150k,89.85,278.53,6.0,2.0
4237-CLSMM,No,2024-03-01,Month-to-month,No,Mailed check,Yes,Monthly,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,No,No,male,0.0,Yes,No,College,3.0,Employed,60–100k,20.0,0.0,0.0,3.0
0306-JAELE,Yes,2024-03-01,Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,No,Yes,YJs,Fiber optic,No,No,No,Yes,YES ,Yes,Yes,Yes,Yes,Yes,male,0.0,No,No,Bachelor,1.0,Self-employed,>150k,96.1,368.44,0.0,2.0
