customerID,Churn,snapdate,Contract,PaperlessBilling,PaymentMethod,AutoRenewal,BillingCycle,DiscountApplied,LoyaltyProgramMember,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,SmartHomePackage,GamingBundle,InternationalCallingPlan,CloudStoragePlan,gender,SeniorCitizen,Partner,Dependents,EducationLevel,HouseholdSize,EmploymentStatus,AnnualIncomeBracket,MonthlyCharges,AverageDataUsage,AppLoginFrequency,CustomerSatisfactionScore
7795-CFOCW,No,2024-08-01,One year,No,Bank transfer (automatic),Yes,Monthly,Yes,Yes,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,No,Yes,No,No,male,0.0,No,No,College,3.0,Self-employed,60–100k,42.3,108.56,5.0,3.0
3638-WEABW,No,2024-08-01,Two year,Yes,Credit card (automatic),No,Semiann,Yes,Yes,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,female,0.0,Yes,No,College,2.0,Self-employed,100–150k,59.9,95.87,10.0,3.0
4671-VJLCL,No,2024-08-01,Two year,Yes,Credit card (automatic),No,Monthly,Yes,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,female,0.0,No,No,College,1.0,Retired,100–150k,79.85,191.57,5.0,3.0
0557-ASKVU,No,2024-08-01,One year,Yes,Credit card (automatic),No,Monthly,No,Yes,Yes,No,DSL,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,female,0.0,Yes,Yes,College,3.0,Self-employed,60–100k,54.4,132.88,7.0,3.0
9919-YLNNG,No,2024-08-01,Month-to-month,Yes,Bank transfer (automatic),Yes,Monthly,No,Yes,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,female,0.0,No,No,Bachelor,1.0,Retired,>150k,103.8,355.78,1.0,3.0
5386-THSLQ,No,2024-08-01,One year,No,Bank transfer (automatic),Yes,Monthly,Yes,Yes,No,No phone service,DSL,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,female,1.0,Yes,No,HighSchool,2.0,Retired,60–100k,45.55,164.91,0.0,3.0
6497-TILVL,No,2024-08-01,Month-to-month,No,Mailed check,Yes,Monthly,No,Yes,Yes,No,DSL,Yes,No,No,No,No,No,Yes,No,Yes,No,female,0.0,Yes,Yes,College,3.0,Self-employed,60–100k,50.7,105.42,7.0,3.0
7018-WBJNK,No,2024-08-01,Month-to-month,Yes,Credit card (automatic),Yes,Monthly,Yes,Yes,Yes,No,Fiber optic,No,No,No, No  ,Yes,No,No,Yes,Yes,No,male,0.0,No,Yes,Bachelor,1.0,Retired,>150k,78.3,311.6,0.0,2.0
0742-MOABM,Yes,2024-08-01,Month-to-month,No,Mailed check,Yes,Monthly,No,Yes,Yes,No,DSL,No,No,No,Yes,No,No,Yes,Yes,No,Yes,male,0.0,Yes,No,College,4.0,Self-employed,60–100k,50.05,172.53,0.0,3.0
7605-BDWDC,No,2024-08-01,Two year,Yes,Bank transfer (automatic),Yes,Monthly,Yes,Yes,No,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,female,0.0,No,No,College,1.0,Self-employed,60–100k,49.85,163.81,2.0,3.0
9577-WJVCQ,No,2024-08-01,Month-to-month,No,Mailed check,No,Monthly,No,Yes,Yes,Yes,DSL,Yes,No,No,No,No,No,Yes,Yes,No,No,female,0.0,No,No,College,1.0,Self-employed,60–100k,54.45,148.53,4.0,2.0
8181-YHCMF,No,2024-08-01,Two year,No,Credit card (automatic),Yes,Semiann,Yes,Yes,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,female,0.0,Yes,Yes,College,3.0,Self-employed,100–150k,60.3,169.02,0.0,3.0
7102-JJVTX,No,2024-08-01,One year,No,Mailed check,Yes,Quarter,Yes,Yes,Yes,No,DSL,Yes,No,No,No,No, No  , no  ,No,No,Yes,female,0.0,Yes,Yes,College,4.0,Employed,60–100k,48.6,90.53,4.0,-1.814185671889828
5167-ZFFMM,Yes,2024-08-01,Month-to-month,Yes,Credit card (automatic),Yes,Monthly,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,No,No,No,Yes,male,0.0,Yes,No,Bachelor,1.0,Retired,>150k,90.85,234.31,0.0,2.0
2937-FTHUR,No,2024-08-01,Month-to-month,No,Electronic check,Yes,Monthly,No,Yes,Yes,Yes,DSL,Yes,No,No,No,No,Yes,No,Yes,No,No,female,0.0,No,Yes,College,2.0,Self-employed,100–150k,64.8,191.89,5.0,1.0
3811-VBYBZ,Yes,2024-08-01,Month-to-month,Yes,Electronic check,No,Monthly,No,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Yes,No,No,Yes,male,0.0,No,No,Bachelor,1.0,Self-employed,>150k,99.8,281.07,4.0,2.0
5168-MQQCA,No,2024-08-01,One year,Yes,Bank transfer (automatic),Yes,Annual,No,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,female,0.0,Yes,No,Bachelor,2.0,Retired,>150k,108.5,284.97,3.0,2.0
7803-XOCCZ,No,2024-08-01,Month-to-month,Yes,Bank transfer (automatic),Yes,Monthly,Yes,Yes,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,female,0.0,Yes,Yes,Bachelor,3.0,Retired,>150k,84.05,301.47,3.0,3.0
1342-JPNKI,Yes,2024-08-01,Month-to-month,Yes,Bank transfer (automatic),Yes,Monthly,No,No,Yes,Yes,Fiber optic,No,No,No, No  ,Yes,No,Yes,No,No,Yes,male,0.0,No,No,Bachelor,3.0,Retired,>150k,86.05,253.75,6.0,ORPH-70ee4345
1423-BMPBQ,No,2024-08-01,Month-to-month,Yes,Mailed check,Yes,Monthly,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,No,Yes,female,0.0,Yes,Yes,College,3.0,Self-employed,60–100k,19.0,57.26,0.0,ORPH-8d3c3066
2001-MCUUW,No,2024-08-01,Two year,No,Electronic check,Yes,Monthly,No,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,male,0.0,No,No,Bachelor,1.0,Self-employed,>150k,108.65,355.56,6.0,3.0
4908-XAXAY,No,2024-08-01,One year,Yes,Bank transfer (automatic),Yes,Annual,Yes,Yes,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,female,1.0,No,No,College,1.0,Retired,100–150k,89.85,261.95,0.0,2.0
7251-LJBQN,No,2024-08-01,One year,Yes,Credit card (automatic),Yes,Monthly,Yes,Yes,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,female,1.0,No,No,Bachelor,1.0,Retired,>150k,103.75,273.19,0.0,2.0
1266-NZYUI,No,2024-08-01,Two year,No,Bank transfer (automatic),No,Monthly,Yes,Yes,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Yes,Yes, Yes  ,Yes,female,0.0,Yes,Yes,College,3.0,Self-employed,100–150k,66.85,194.42,6.0,1.0
4678-DVQEO,Yes,2024-08-01,Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,Yes,Yes,No,DSL,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,female,0.0,No,No,College,1.0,Self-employed,60–100k,52.2,132.38,0.0,2.0
3174-AKMAS,No,2024-08-01,Two year,Yes,Credit card (automatic),Yes,Semiann,No,Yes,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,female,0.0,Yes,No,College,2.0,Retired,100–150k,64.2,200.82,5.0,3.0
0295-QVKPB,No,2024-08-01,Month-to-month,Yes,Credit card (automatic),Yes,Monthly,Yes,No,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,male,0.0,No,No,College,1.0,Retired,100–150k,63.95,99.9,3.0,3.0
6549-NNDYT,No,2024-08-01,Month-to-month,Yes,Bank transfer (automatic),Yes,Monthly,Yes,No,No,No phone service,DSL,Yes,No,No,No,No,No,No,Yes,Yes,Yes,female,0.0,No,No,College,2.0,Self-employed,60–100k,30.85,115.33,11.0,3.0
3199-NPKCN,No,2024-08-01,UNK-ac52d6dd,Yes,Electronic check,Yes,Monthly,Yes,Yes,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,female,0.0,Yes,No,Bachelor,3.0,Self-employed,>150k,111.25,362.44,5.0,3.0
8917-FAEMR,No,2024-08-01,Two year,No,Mailed check,No,Monthly,No,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Yes,Yes,No,female,0.0,No,No,College,2.0,Employed,60–100k,19.85,77.4,0.0,3.0
7460-ITWWP,No,2024-08-01,Month-to-month,Yes,Electronic check,Yes,Monthly,No,Yes,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,female,1.0,Yes,No,College,2.0,Retired,100–150k,86.1,268.53,1.0,2.0
7143-BQIBA,No,2024-08-01,Month-to-month,No,Bank transfer (automatic),Yes,Monthly,No,No,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,male,0.0,No,No,College,1.0,Self-employed,100–150k,62.25,222.12,3.0,3.0
7722-CVFXN,No,2024-08-01,One year,Yes,Electronic check,Yes,Monthly,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,male,0.0,Yes,Yes,Bachelor,4.0,Retired,>150k,105.2,292.08,0.0,3.0
2446-ZKVAF,No,2024-08-01,Month-to-month,No,Credit card (automatic),Yes,Monthly,Yes,No,Yes,Yes,DSL,No,Yes,No,No,No,No,No,Yes,No,Yes,male,0.0,Yes,No,College,2.0,Self-employed,100–150k,56.8,170.2,4.0,3.0
0887-WBJVH,No,2024-08-01,One year,Yes,Electronic check,Yes,Monthly,Yes,Yes,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,female,0.0,Yes,No,Bachelor,3.0,Self-employed,>150k,93.45,363.81,0.0,2.0
1618-CFHME,Yes,2024-08-01,Month-to-month,Yes,Electronic check,no,Monthly,Yes,No,Yes,Yes, Fiber optic  ,No,No,No,No,No,No,No,No,No,Yes,female,0.0,No,No,Bachelor,1.0,Self-employed,>150k,75.9,179.76,4.0,2.0
6818-WOBHJ,Yes,2024-08-01,Month-to-month,Yes,Bank transfer (automatic),Yes,Monthly,Yes,Yes,Yes,Yes,Fiber optic,No,Yes, No  ,yes,No,Yes,Yes,No,Yes,No,female,1.0,Yes,No,College,3.0,Retired,100–150k,89.6,201.62,0.0,3.0
