customerID,Churn,snapdate,Contract,PaperlessBilling,PaymentMethod,AutoRenewal,BillingCycle,DiscountApplied,LoyaltyProgramMember,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,SmartHomePackage,GamingBundle,InternationalCallingPlan,CloudStoragePlan,gender,SeniorCitizen,Partner,Dependents,EducationLevel,HouseholdSize,EmploymentStatus,AnnualIncomeBracket,MonthlyCharges,AverageDataUsage,AppLoginFrequency,CustomerSatisfactionScore
9763-GRSKD,No,2023-02-01,Month-to-month,Yes,Mailed check,Yes,Monthly,Yes,No,Yes,No,DSL,Yes,No,No,No,No,No,Yes,Yes,Yes,No,male,0.0,Yes,Yes,College,3.0,Self-employed,60–100k,49.95,201.23,2.0,2.0
3841-NFECX,No,2023-02-01,Two year,Yes,Credit card (automatic),No,Monthly,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,female,1.0,Yes,No,College,2.0,Retired,100–150k,96.35,208.73,7.0,2.0
8012-SOUDQ,No,2023-02-01,Month-to-month,Yes,Electronic check,No,Monthly,No,Yes,Yes,Yes,Fiber optic,No,Yes, No  ,No,Yes,No,Yes,No,Yes,Yes,female,1.0,No,No,College,1.0,Retired,100–150k,90.25,197.19,5.0,2.0
2273-QCKXA,No,2023-02-01,Month-to-month,No,Mailed check,Yes,Monthly,No,Yes,Yes,No,DSL,No, No  ,No,Yes,No,No,Yes,No,Yes,No,male,0.0,No,No,College,1.0,Employed,60–100k,49.05,65.92,4.0,2.0
4767-HZZHQ,No,2023-02-01,Month-to-month,No,Bank transfer (automatic),No,Monthly,Yes,No,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,male,0.0,Yes,Yes,Bachelor,3.0,Self-employed,>150k,82.05,303.1,0.0,2.0
0486-HECZI,Yes,2023-02-01,Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,male,0.0,Yes,No,Bachelor,3.0,Self-employed,>150k,96.75,341.39,2.0,3.0
3780-YVMFA,No,2023-02-01,Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,Yes,Yes,No,DSL,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,female,0.0,Yes,Yes,College,4.0,Self-employed,100–150k,68.55,232.69,3.0,2.0
7841-TZDMQ,Yes,2023-02-01,UNK-ea98536e,Yes,Credit card (automatic),Yes,Monthly,Yes,No,Yes,No,DSL,No,No,No,No,No,No,Yes,No,Yes,Yes,male,0.0,No,No,College,1.0,Self-employed,60–100k,46.0,37.04,1.0,3.0
2651-ZCBXV,No,2023-02-01,Two year,Yes,Credit card (automatic),No,Monthly,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,male,0.0,No,No,Bachelor,2.0,Retired,>150k,108.0,351.31,6.0,2.0
4075-JFPGR,No,2023-02-01,One year,Yes,Electronic check,Yes,Monthly,Yes,Yes,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,female,0.0,Yes,No,Bachelor,3.0,Self-employed,>150k,93.5,327.63,4.0,1.0
7534-BFESC,Yes,2023-02-01,Month-to-month,Yes,Electronic check,Yes,Monthly,No,Yes,Yes,Yes,Fiber optic,No,No,No,No,No,No,Yes,Yes,Yes,No,male,1.0,No,No,College,1.0,Retired,100–150k,76.1,229.16,0.0,1.0
