customerID,Churn,snapdate,Contract,PaperlessBilling,PaymentMethod,AutoRenewal,BillingCycle,DiscountApplied,LoyaltyProgramMember,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,SmartHomePackage,GamingBundle,InternationalCallingPlan,CloudStoragePlan,gender,SeniorCitizen,Partner,Dependents,EducationLevel,HouseholdSize,EmploymentStatus,AnnualIncomeBracket,MonthlyCharges,AverageDataUsage,AppLoginFrequency,CustomerSatisfactionScore
1452-KIOVK,No,2023-11-01,Month-to-month,Yes,Credit card (automatic),Yes,Monthly,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Yes,Yes,No,No,male,0.0,No,Yes,Bachelor,2.0,Retired,>150k,89.1,341.15,3.0,2.0
4808-YNLEU,No,2023-11-01,One year,Yes,Bank transfer (automatic),No, Annual  ,Yes,Yes,Yes,No,DSL,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,female,0.0,Yes,No,College,3.0,Retired,100–150k,62.15,174.79,4.0,3.0
6728-DKUCO,No,2023-11-01,One year,Yes,Electronic check,No,Monthly,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,female,0.0,Yes,Yes,Bachelor,3.0,Retired,>150k,104.15,333.05,4.0,2.0
4412-YLTKF,Yes,2023-11-01,Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,Yes,Yes,Yes,Fiber optic,No,No,Yes,No,No, No  ,No,No,No,No,female,1.0,No,No,College,1.0,Retired,100–150k,78.05,129.17,0.0,3.0
6837-BJYDQ,No,2023-11-01,One year,No,Mailed check,No,Quarter,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,Yes,No,male,0.0,No,No,College,2.0,Employed,60–100k,19.6,43.58,0.0,3.0
3376-BMGFE,Yes,2023-11-01,Month-to-month,Yes,Bank transfer (automatic),Yes,Monthly,Yes,No,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,Yes,Yes,Yes,female,0.0,No,No,Bachelor,1.0,Retired,>150k,70.9,256.38,6.0,2.0
0303-UNCIP,No,2023-11-01,One year,No,Mailed check,No,Monthly,No,Yes, Yes  ,Yes,DSL,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,male,0.0,No,No,College,2.0,Self-employed,100–150k,65.0,199.4,2.0,2.0
6292-TOSSS,No,2023-11-01,Two year,No,Bank transfer (automatic),No,Semiann,No,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,Yes,Yes,male,0.0,No,No,College,2.0,Self-employed,60–100k,24.9,15.18,2.0,3.0
3808-HFKDE,No,2023-11-01,Month-to-month,Yes,Electronic check,Yes,Monthly,No,Yes,Yes,No,DSL,No,No,No,No,No,No,Yes,Yes,Yes,No,female,0.0,No,No,College,2.0,Self-employed,60–100k,44.35,138.67,0.0,2.0
2034-GDRCN,Yes,2023-11-01,Month-to-month,Yes,Electronic check,Yes,Monthly,No,No,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,female,0.0,No,No,Bachelor,3.0,Self-employed,>150k,90.4,289.87,0.0,1.0
9069-LGEUL,No,2023-11-01,Month-to-month,Yes,Bank transfer (automatic),Yes,Monthly,No,Yes,Yes,No,DSL,Yes,No,No,No,No,Yes,Yes,No,No,Yes,male,0.0,Yes,No,College,2.0,Self-employed,100–150k,59.95,155.37,0.0,3.0
0533-BNWKF,Yes,2023-11-01,Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,female,1.0,Yes,No,College,2.0,Retired,100–150k,85.45,206.59,4.0,2.0
2806-MLNTI,No,2023-11-01,One year,Yes,Bank transfer (automatic),Yes,Monthly,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,male,1.0,Yes,No,Bachelor,2.0,Retired,>150k,105.1,214.36,0.0,2.0
9094-AZPHK,No,2023-11-01,Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,female,0.0,No,No,Bachelor,1.0,Retired,>150k,100.15,371.57,1.0,2.0
8981-FJGLA,No,2023-11-01,Month-to-month,Yes,Mailed check,Yes,Monthly,Yes,Yes,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Yes,Yes,No,No,male,0.0,No,Yes,Bachelor,1.0,Self-employed,>150k,78.0,296.5,4.0,2.0
8606-CIQUL,No,2023-11-01,Two year,Yes,Credit card (automatic),Yes,Monthly,No,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,male,1.0,Yes,Yes,Bachelor,3.0,Retired,>150k,115.75,307.69,0.0,2.0
6986-IJDHX,Yes,2023-11-01,Month-to-month,Yes,Mailed check,Yes,Monthly,Yes,Yes,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,male,0.0,Yes,Yes,Bachelor,2.0,Self-employed,>150k,86.3,305.82,4.0,2.0
4568-KNYWR,No,2023-11-01,Two year,Yes,Credit card (automatic),Yes,Quarter,Yes,Yes,Yes,no phone service,DSL,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,male,0.0,No,No,College,1.0,Retired,100–150k,63.25,194.38,5.0,3.0
5016-IBERQ,No,2023-11-01,Month-to-month,No,Electronic check,No,Monthly,No,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Yes,No,No,No,male,0.0,Yes,No,Bachelor,2.0,Self-employed,>150k,84.25,197.89,1.0,2.0
7538-GWHML,Yes,2023-11-01,Month-to-month,No,Electronic check,Yes,Monthly,Yes,Yes,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,No,No,Yes,female,0.0,No,No,Bachelor,1.0,Self-employed,>150k,69.65,224.24,4.0,2.0
5313-FPXWG,No,2023-11-01,One year,Yes,Bank transfer (automatic),No,Quarter,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,Yes,Yes,male,0.0,No,No,College,1.0,Self-employed,60–100k,24.6,26.52,3.0,3.0
7596-ZYWBB,No,2023-11-01,Two year,Yes,Mailed check,Yes,Quarter,Yes,Yes,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes,female,0.0,No,No,College,2.0,Self-employed,100–150k,59.6,130.05,9.0,ORPH-5cbddaf5
4950-HKQTE,No,2023-11-01,Two year,No,Mailed check,No,Quarter,Yes,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,Yes,Yes,female,0.0,Yes,No,College,1.0,Employed,60–100k,26.25,0.36,2.0,2.0
6919-ELBGL,No,2023-11-01,Two year,Yes,Bank transfer (automatic),Yes,Monthly,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,male,1.0,Yes,Yes,Bachelor,2.0,Retired,>150k,114.95,255.06,4.0,3.0
7382-DFJTU,No,2023-11-01,Month-to-month,No,Credit card (automatic),No,Monthly,No,Yes,Yes,No,DSL,No,No,Yes,Yes,No,No,No,yes,Yes,Yes,male,0.0,No,No,College,1.0,Self-employed,60–100k,55.2,91.76,3.0,3.0
5543-QDCRY,No,2023-11-01,Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,Yes,Yes,No,DSL,No,No,No,No,Yes,No,Yes,No,Yes,No,male,0.0,No,No,College,1.0,Self-employed,60–100k,56.4,129.82,5.0,2.0
7074-IEVOJ,Yes,2023-11-01,Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,female,1.0,No,No,College,2.0,Retired,100–150k,79.4,221.53,5.0,1.0
6231-WFGFH,No,2023-11-01,Month-to-month,Yes,Mailed check,No,Monthly,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,No,No,male,0.0,Yes,Yes,College,3.0,Self-employed,60–100k,20.5,0.0,0.0,2.0
4541-RMRLG,Yes,2023-11-01,Month-to-month,No,Electronic check,Yes,Monthly,No,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,No,No,male,0.0,No,No,College,1.0,Employed,60–100k,19.25,6.0,2.0,3.0
9524-EGPJC,Yes,2023-11-01,Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,No,Yes,no,Fiber optic,No,No,No,Yes,No,Yes,Yes,Yes,No,No,female,0.0,No,No,Bachelor,2.0,Self-employed,>150k,90.1,290.02,3.0,2.0
0810-DHDBD,No,2023-11-01,One year,No,Credit card (automatic),No,Semiann,No,Yes,Yes,Yes,DSL,Yes,No,NO ,Yes,Yes,No,Yes,Yes,Yes,Yes,female,0.0,No,No,College,1.0,Self-employed,100–150k,74.0,198.03,5.0,3.0
4159-NAAIX,No,2023-11-01,Two year,No,Bank transfer (automatic),No,Monthly,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,female,0.0,No,No,Bachelor,1.0,Self-employed,>150k,97.45,386.02,3.0,3.0
0927-LCSMG,Yes,2023-11-01,Month-to-month,No,Mailed check,No,Monthly,Yes,No,Yes,No,Fiber optic,No,No,Yes,No,No,No,No,No,No,Yes,male,0.0,No,No,Bachelor,1.0,Self-employed,>150k,74.65,198.85,0.0,2.0
1430-SFQSA,No,2023-11-01,One year,No,Mailed check,Yes,Quarter,Yes,Yes,No,No phone service,DSL,Yes,No,No,Yes,No,No,Yes,No,No,No,male,0.0,No,No,College,1.0,Employed,60–100k,35.6,118.23,2.0,3.0
7129-ACFOG,No,2023-11-01,Month-to-month,Qes,Electronic check,No,Monthly,Yes,Yes,Yes,Yes,DSL,Yes,No,No,No,No,No,Yes,Yes,No,No,female,0.0,No,No,College,1.0,Self-employed,60–100k,53.8,189.07,3.0,2.0
6077-BDPXA,No,2023-11-01,Month-to-month,Yes,Electronic check,Yes,Monthly,No,Yes,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,Yes,No,No,female,0.0,No,No,Bachelor,2.0,Self-employed,>150k,70.15,294.53,0.0,3.0
7115-IRDHS,No,2023-11-01,Two year,No,Bank transfer (automatic),No,Semiann,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,Yes,No,female,0.0,Yes,No,College,2.0,Self-employed,60–100k,24.65,11.16,0.0,2.0
1251-STYSZ,No,2023-11-01,Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,Yes,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,female,1.0,No,No,College,2.0,Retired,100–150k,80.25,243.93,0.0,2.0
6682-VCIXC,No,2023-11-01,One year,Yes,Bank transfer (automatic),Yes,Monthly,No,Yes,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,female,0.0,Yes,Yes,College,5.0,Retired,60–100k,51.25,205.81,5.0,4.0
2845-HSJCY,Yes,2023-11-01,Month-to-month,Yes,Electronic check, Yes  ,Monthly,No,Yes,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes,female,0.0,Yes,Yes,Bachelor,3.0,Self-employed,>150k,87.25,271.31,3.0,2.0
7249-WBIYX,Yes,2023-11-01,Month-to-month,Yes,Electronic check,No,Monthly,Yes,Yes,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Yes,No,No,Yes,male,0.0,Yes,No,Bachelor,3.0,Self-employed,>150k,85.6,250.03,5.0,2.0
8060-HIWJJ,No,2023-11-01,Two year,No,Credit card (automatic),Yes,Quarter,Yes,Yes,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes, Yes  ,Hes,male,0.0,No,No,College,1.0,Self-employed,100–150k,86.55,240.82,0.0,2.0
9337-SRRNI,No,2023-11-01,Two year,Yes,Credit card (automatic),Yes,Monthly,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,Yes,Yes,male,0.0,No,Yes,College,1.0,Self-employed,60–100k,25.3,27.2,0.0,2.0
