customerID,Churn,snapdate,Contract,PaperlessBilling,PaymentMethod,AutoRenewal,BillingCycle,DiscountApplied,LoyaltyProgramMember,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,SmartHomePackage,GamingBundle,InternationalCallingPlan,CloudStoragePlan,gender,SeniorCitizen,Partner,Dependents,EducationLevel,HouseholdSize,EmploymentStatus,AnnualIncomeBracket,MonthlyCharges,AverageDataUsage,AppLoginFrequency,CustomerSatisfactionScore
7892-POOKP,Yes,2024-02-01,Month-to-month,Yes,Electronic check,Yes,Monthly,No,Yes,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,female,0.0,Yes,No,Bachelor,3.0,Retired,>150k,104.8,401.13,0.0,2.0
5248-YGIJN,No,2024-02-01,Two year,Yes,Credit card (automatic),Yes,Quarter,Yes,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,male,0.0,Yes,No,College,2.0,Retired,100–150k,90.25,163.52,5.0,4.0
7639-LIAYI,No,2024-02-01,Two year,Yes,Credit card (automatic),Yes,Quarter,Yes,Yes,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,male,0.0,No,No,College,1.0,Retired,100–150k,79.75,259.77,10.0,3.0
3170-NMYVV,No,2024-02-01,Two year,No,Bank transfer (automatic),No,Monthly,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,No,No,female,0.0,Yes,Yes,College,5.0,Self-employed,60–100k,20.15,0.0,0.0,3.0
2796-NNUFI,No,2024-02-01,Two year,Yes,Mailed check,No,Monthly,No,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Yes,No,No,female,0.0,Yes,Yes,College,3.0,Self-employed,60–100k,19.95,31.14,0.0,4.0
8597-CWYHH,No,2024-02-01,One year,No,Mailed check,Yes,Quarter,No,Yes,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,male,0.0,No,No,Bachelor,1.0,Self-employed,>150k,94.35,365.06,8.0,2.0
6440-DKQGE,No,2024-02-01,One year,No,Credit card (automatic),No,Semiann,Yes,Yes,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,male,0.0,No,Yes,College,2.0,Self-employed,100–150k,64.5,161.04,2.0,3.0
0956-SYCWG,No,2024-02-01,One year,No,Electronic check,Yes,Monthly,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service, No internet service  ,No internet service,No,Yes,Yes,Yes,female,0.0,No,No,College,1.0,Employed,60–100k,19.65,116.7,1.0,3.0
4811-JBUVU,No,2024-02-01,Month-to-month,Yes,Credit card (automatic),Yes,Monthly,Yes,Yes,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,male,0.0,No,No,Bachelor,1.0,Retired,>150k,89.9,298.67,0.0,3.0
0322-YINQP,Yes,2024-02-01,Month-to-month, Yes  ,Mailed check,Yes,Monthly,No,No,Yes,No,DSL,Yes,No,No,No,No,No,Yes,Yes,Yes,No,male,0.0,No,No,College,1.0,Self-employed,60–100k,48.55,128.63,1.0,ORPH-985fb0d1
