customerID,Churn,snapdate,Contract,PaperlessBilling,PaymentMethod,AutoRenewal,BillingCycle,DiscountApplied,LoyaltyProgramMember,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,SmartHomePackage,GamingBundle,InternationalCallingPlan,CloudStoragePlan,gender,SeniorCitizen,Partner,Dependents,EducationLevel,HouseholdSize,EmploymentStatus,AnnualIncomeBracket,MonthlyCharges,AverageDataUsage,AppLoginFrequency,CustomerSatisfactionScore
6322-HRPFA,No,2023-05-01,Month-to-month,No,Credit card (automatic),Yes,Monthly,Yes,Yes,Yes,No,DSL,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,male,0.0,Yes,Yes,College,3.0,Self-employed,100–150k,59.6,81.96,4.0,2.0
4080-IIARD,No,2023-05-01,Month-to-month,Yes,Electronic check,Yes,Monthly,No,Yes,Yes,Yes,DSL,Yes,Yes,No,Yes, Yes  ,No,Yes,No,No,Yes,female,0.0,Yes,No,College,2.0,Self-employed,100–150k,76.2,147.71,6.0,3.0
0318-ZOPWS,No,2023-05-01,Two year,Yes,Bank transfer (automatic),Yes,Monthly,Yes,YES ,No,No,No,No internet service,No internet service,No internet service,No internet service, No internet service  ,No internet service,No,No,Yes,No,female,0.0,Yes,No,College,2.0,Self-employed,60–100k,20.15,0.0,5.0,2.0
2907-ILJBN,No,2023-05-01,One year,No,Mailed check,No,Monthly,No,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,No,No,female,0.0,Yes,Yes,College,2.0,Employed,60–100k,20.6,36.82,0.0,2.0
1918-ZBFQJ,Yes,2023-05-01,Month-to-month,Yes,Electronic check,Yes,Monthly,No,Yes,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,No,No,Yes,Yes,female,0.0,No,No,Bachelor,1.0,Self-employed,>150k,79.25,195.99,0.0,2.0
9142-KZXOP,No,2023-05-01,Month-to-month,No,Credit card (automatic),Yes,Monthly,No,Yes,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,No, No  ,No,male,0.0,No,No,Bachelor,1.0,Self-employed,100–150k,68.85,256.97,0.0,2.0
5961-VUSRV,No,2023-05-01,One year,Yes,Bank transfer (automatic),Yes,Monthly,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,Yes,Yes,female,0.0,No,No,College,1.0,Self-employed,60–100k,19.35,0.0,5.0,ORPH-a9210941
1950-KSVVJ,No,2023-05-01,One year,No,Mailed check,No,Monthly,No,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,female,0.0,Yes,No,Bachelor,4.0,Self-employed,>150k,113.3,314.24,3.0,ORPH-10776253
2240-HSJQD,No,2023-05-01,Month-to-month,Yes,Mailed check,Yes,Monthly,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,male,0.0,No,Yes,Bachelor,3.0,Self-employed,>150k,81.85,248.57,3.0,1.0
8626-PTQGE,No,2023-05-01,Two year,Yes,Bank transfer (automatic),Yes,Monthly,Yes,Yes,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,male,0.0,No,No,College,1.0,Retired,100–150k,60.05,254.19,7.0,3.0
