customerID,Churn,snapdate,Contract,PaperlessBilling,PaymentMethod,AutoRenewal,BillingCycle,DiscountApplied,LoyaltyProgramMember,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,SmartHomePackage,GamingBundle,InternationalCallingPlan,CloudStoragePlan,gender,SeniorCitizen,Partner,Dependents,EducationLevel,HouseholdSize,EmploymentStatus,AnnualIncomeBracket,MonthlyCharges,AverageDataUsage,AppLoginFrequency,CustomerSatisfactionScore
6047-YHPVI,Yes,2023-07-01,Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,No,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,No,Yes,Yes,male,0.0,No,No,Bachelor,1.0,Self-employed,>150k,69.7,275.04,1.0,2.0
8769-KKTPH,No,2023-07-01,One year,Yes,Credit card (automatic),No,Semiann,Yes,Yes,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,female,0.0,Yes,Yes,Bachelor,2.0,Retired,>150k,99.65,397.27,4.0,2.0
6416-JNVRK,No,2023-07-01,One year,No,Credit card (automatic),Yes,Monthly,Yes,Yes,Yes,no phone service,DSL,No,No,No,No,No,Yes,No,Yes,Yes,Yes,female,0.0,No,No,College,1.0,Self-employed,60–100k,55.65,173.5,6.0,1.0
9803-FTJCG,No,2023-07-01,One year,Yes,Credit card (automatic),Yes,Quarter,Yes,Yes,Yes,Yes,DSL,NO ,Yes,No,Yes,No,No,No,No,Yes,No,male,0.0,Yes,Yes,College,3.0,Retired,100–150k,66.85,87.53,4.0,3.0
7850-VWJUU,No,2023-07-01,Month-to-month,Yes,Bank transfer (automatic),Yes,Monthly,Yes,Yes,Yes,No,Fiber optic,Yes,No,No,No,No,No,Yes,No,No,Yes,female,0.0,No,No,Bachelor,1.0,Retired,>150k,75.0,206.93,5.0,1.0
2656-FMOKZ,Yes,2023-07-01,Month-to-month,Yes,Mailed check,Yes,Monthly,No,Yes,Yes,Yes,Fiber optic,No,No,No,No,No,No,Yes,Yes,Yes,Yes,female,1.0,No,No,College,1.0,Retired,100–150k,74.45,237.65,0.0,2.0
9178-JHUVJ,No,2023-07-01,Two year,Yes,Bank transfer (automatic),No,Monthly,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,Yes,No,male,0.0,Yes,Yes,College,4.0,Self-employed,60–100k,24.1,0.0,0.0,3.0
9286-BHDQG,No,2023-07-01,Two year,No,Credit card (automatic),Yes,Monthly,No,Yes,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,male,0.0,Yes,Yes,College,4.0,Self-employed,60–100k,45.25,134.72,4.0,4.0
7017-VFHAY,No,2023-07-01,Two year,No,Credit card (automatic),Yes,Monthly,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,female,0.0,Yes,Yes,Bachelor,4.0,Retired,>150k,115.1,352.95,0.0,2.0
4484-GLZOU,Yes,2023-07-01,Month-to-month,Yes,Electronic check,Yes,Monthly,No,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,female,0.0,Yes,No,Bachelor,2.0,Retired,>150k,105.05,375.29,3.0,2.0
6556-DBKZF,No,2023-07-01,Two year,No,Electronic check,No,Annual,Yes,Yes,Yes,No,Fiber optic,No,No,Yes,No,No,No,Yes,No,No,No,female,0.0,Yes,Yes,Bachelor,2.0,Self-employed,>150k,76.05,210.9,2.0,2.0
3973-SKMLN,No,2023-07-01,Two year,Yes,Credit card (automatic),No,Quarter,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,Yes,No,male,0.0,No,No,College,1.0,Self-employed,60–100k,19.9,0.0,5.0,3.0
3351-NGXYI,No,2023-07-01,Month-to-month,Yes,Electronic check,Yes,Monthly,No,Yes,Yes,Yes,DSL,Yes,No,No,No,No,No,Yes,Yes,Yes,No,female,1.0,No,No,College,3.0,Retired,60–100k,54.1,148.63,0.0,2.0
6158-HDPXZ,No,2023-07-01,Month-to-month,No,Mailed check,No,Monthly,No,No,No,No phone service,DSL,No,No,No,No,No,No,No,No,Yes,Yes,male,0.0,No,No,College,1.0,Employed,60–100k,25.35,85.06,2.0,2.0
4980-URKXC,No,2023-07-01,One year,No,Bank transfer (automatic),No,Monthly,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Yes,No,Yes,male,0.0,Yes,No,College,2.0,Self-employed,60–100k,0.0,50.71,3.0,2.0
5149-CUZUJ,No,2023-07-01,One year,No,Bank transfer (automatic),Yes,Semiann,Yes,Yes,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,male,0.0,Yes,Yes,Bachelor,3.0,Self-employed,>150k,92.9,308.64,1.0,ORPH-5fdcd269
3780-DDGSE,No,2023-07-01,Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,Yes,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,male,1.0,Yes,Yes,College,2.0,Retired,100–150k,76.05,149.7,0.0,3.0
4134-BSXLX,No,2023-07-01,Month-to-month,No,Mailed check,Yes,Monthly,Yes,yes,Yes,No,DSL,Yes,Yes,No,Yes,No,No,No,Yes,No,Yes,male,0.0,Yes,No,College,2.0,Self-employed,100–150k,60.9,128.29,4.0,3.0
3482-ABPKK,No,2023-07-01,One year,No,Mailed check,No,Monthly,Yes,Yes,Yes,No,DSL,Yes,No,No,Yes,No,No,No,Yes,Yes,No,female,0.0,No,No,College,2.0,Self-employed,60–100k,54.3,134.92,2.0,2.0
5150-LJNSR,No,2023-07-01,One year,No,bank transfer (automatic),Yes,Quarter,Yes,Yes,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,male,0.0,Yes,Yes,Bachelor,3.0,Self-employed,>150k,98.05,314.53,0.0,2.0
8208-EUMTE,No,2023-07-01,Two year,No,Mailed check,No,Quarter,Yes,No,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,male,0.0,No,No,College,1.0,Self-employed,60–100k,54.85,180.76,5.0,2.0
7954-MLBUN,No,2023-07-01,Two year,No,Bank transfer (automatic),No,Quarter,No,Yes,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,male,0.0,No,No,Bachelor,1.0,Self-employed,>150k,99.45,360.85,1.0,2.0
8100-PNJMH,No,2023-07-01,Two year,Yes,Credit card (automatic),Yes,Monthly,Yes,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,male,0.0,Yes,Yes,College,5.0,Retired,100–150k,88.85,234.17,9.0,ORPH-d7e20b1f
2324-AALNO,No,2023-07-01,One year,No,Bank transfer (automatic),Yes,Semiann,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,No,No,female,0.0,No,No,College,2.0,Self-employed,60–100k,24.55,13.61,4.0,3.0
0078-XZMHT,No,2023-07-01,Two year,Yes,Bank transfer (automatic),Yes,Monthly,Yes,Yes,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,male,0.0,Yes,No,College,3.0,Retired,100–150k,85.15,176.88,3.0,2.0
0114-IGABW,No,2023-07-01,Two year,No,Bank transfer (automatic),Yes,Monthly,Yes,Yes,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,female,0.0,Yes,No,College,4.0,Self-employed,100–150k,58.25,219.36,0.0,3.0
6647-ZEDXT,No,2023-07-01,One year,No,Credit card (automatic),Yes,Quarter,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,female,0.0,No,No,Bachelor,2.0,Retired,>150k,110.45,377.21,0.0,2.0
5730-DBDSI,No,2023-07-01,Two year,No,Bank transfer (automatic),Yes,Monthly,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,YES ,No,Yes,Yes,No,male,0.0,No,No,College,1.0,Self-employed,60–100k,19.7,71.27,2.0,ORPH-ca64bd5c
2040-OBMLJ,No,2023-07-01,One year,No,Credit card (automatic),No,Monthly,Yes,Yes,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Yes,No,Yes,No,male,0.0,No,No,Bachelor,1.0,Self-employed,>150k,81.7,233.21,0.0,3.0
6275-YDUVO,Yes,2023-07-01,Month-to-month,Yes,Mailed check,Yes,Monthly,Yes,No,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Yes,Yes,No,No,female,0.0,No,No,Bachelor,2.0,Self-employed,>150k,86.2,324.78,4.0,2.0
8184-WMOFI,No,2023-07-01,One year,No,Credit card (automatic),Yes,Quarter,Yes,Yes,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,male,0.0,Yes,Yes,College,3.0,Self-employed,100–150k,71.4,208.12,3.0,3.0
8374-UULRV,No,2023-07-01,Two year,No,Credit card (automatic),Yes,Semiann,No,Yes,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,male,0.0,No,No,College,1.0,Self-employed,100–150k,86.05,173.78,5.0,3.0
8975-SKGRX,No,2023-07-01,Two year,Yes,Bank transfer (automatic),No,Monthly,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,male,0.0,Yes,No,Bachelor,2.0,Retired,>150k,116.1,380.39,2.0,2.0
5709-LVOEQ,No,2023-07-01,Two year,No,Mailed check,Yes,Quarter,Yes,Yes,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,female,0.0,Yes,Yes,College,2.0,Self-employed,100–150k,80.85,209.02,5.0,2.0
