customerID,Churn,snapdate,Contract,PaperlessBilling,PaymentMethod,AutoRenewal,BillingCycle,DiscountApplied,LoyaltyProgramMember,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,SmartHomePackage,GamingBundle,InternationalCallingPlan,CloudStoragePlan,gender,SeniorCitizen,Partner,Dependents,EducationLevel,HouseholdSize,EmploymentStatus,AnnualIncomeBracket,MonthlyCharges,AverageDataUsage,AppLoginFrequency,CustomerSatisfactionScore
1680-VDCWW,No,2024-01-01,One year,No,Bank transfer (automatic),No,Monthly,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Yes,Yes,No,male,0.0,Yes,No,College,2.0,Self-employed,60–100k,19.8,86.66,3.0,UNK-150c7452
9489-DEDVP,No,2024-01-01,Two year,Yes,Credit card (automatic),Yes,Monthly,Yes,Yes,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,female,0.0,Yes,Yes,College,3.0,Retired,100–150k,69.2,180.24,2.0,2.0
1215-FIGMP,No,2024-01-01,Month-to-month,Yes,Bank transfer (automatic),Yes,Monthly,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,male,0.0,No,No,Bachelor,1.0,Retired,>150k,89.9,336.93,5.0,2.0
8108-UXRQN,No,2024-01-01,Month-to-month,No,Electronic check,No,Monthly,No,Yes,No,No phone service,DSL,Yes,no internet service,No,No,Yes,Yes,No,No,No,No,female,0.0,No,Yes,College,3.0,Self-employed,60–100k,50.55,200.88,6.0,1.0
3679-XASPY,No,2024-01-01,Month-to-month,No,Electronic check,Yes,Monthly,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,No,No,female,0.0,Yes,Yes,College,2.0,Employed,60–100k,19.45,0.0,2.0,2.0
4080-OGPJL,Yes,2024-01-01,Month-to-month,No,Electronic check,Yes,Monthly,No,No,Yes,Yes,DSL,Yes,No, No  ,Yes,No,Yes,Yes,Yes,Yes,Yes,female,0.0,No,No,College,1.0,Self-employed,100–150k,71.15,234.8,6.0,2.0
0867-MKZVY,Yes,2024-01-01,Month-to-month,No,Electronic check,No,Monthly,Yes,Yes,Yes,Yes,Fiber optic,Yes,No,No,No, No  ,No,Yes,yes,Yes,Yes,female,0.0,Yes,No,Bachelor,2.0,Self-employed,>150k,82.4,265.62,0.0,3.0
6582-OIVSP,No,2024-01-01,Month-to-month,No,Mailed check,Yes,Monthly,No,Yes,Yes,No,DSL,No,No,No,No,No,No,Yes,Yes,Yes,Yes,female,0.0,No,No,College,3.0,Employed,60–100k,45.3,140.05,3.0,3.0
8544-GOQSH,No,2024-01-01,Month-to-month,Yes,Credit card (automatic),Yes,Monthly,Yes,Yes,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,female,0.0,No,No,Bachelor,1.0,Retired,>150k,80.05,265.66,4.0,3.0
4443-EMBNA,No,2024-01-01,Two year,No,Bank transfer (automatic),Yes,Monthly,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,No,Yes,female,0.0,Yes,No,College,3.0,Self-employed,60–100k,24.75,0.0,3.0,3.0
