customerID,Churn,snapdate,Contract,PaperlessBilling,PaymentMethod,AutoRenewal,BillingCycle,DiscountApplied,LoyaltyProgramMember,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,SmartHomePackage,GamingBundle,InternationalCallingPlan,CloudStoragePlan,gender,SeniorCitizen,Partner,Dependents,EducationLevel,HouseholdSize,EmploymentStatus,AnnualIncomeBracket,MonthlyCharges,AverageDataUsage,AppLoginFrequency,CustomerSatisfactionScore
8773-HHUOZ,Yes,2024-05-01,Month-to-month,Yes,Mailed check,No,Monthly,No,Yes,Yes,No,DSL,No,No,No,No,Yes,Yes,Yes,No,No,Yes,female,0.0,No,Yes,College,2.0,Self-employed,100–150k,64.7,235.48,0.0,2.0
2954-PIBKO,No,2024-05-01,Two year,Yes,Credit card (automatic),No,Monthly,Yes,Yes,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No, Yes  ,Yes,Yes,Yes,female,0.0,Yes,Yes,College,2.0,Retired,100–150k,64.15,154.14,4.0,3.0
3466-BYAVD,No,2024-05-01,Month-to-month,Yes,Mailed check,No,Monthly,No,Yes,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Yes,bes,No,Yes,male,0.0,Yes,Yes,College,2.0,Self-employed,100–150k,69.5,199.72,5.0,1.0
1159-WFSGR,No,2024-05-01,Month-to-month,No,Electronic check,No,Monthly,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service, No internet service  ,No,Yes,Yes,Yes,female,0.0,Yes,Yes,College,3.0,Employed,60–100k,20.4,78.91,1.0,2.0
1347-KTTTA,No,2024-05-01,One year,Yes,Credit card (automatic),Yes,Monthly,Yes,Yes,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,male,0.0,Yes,No,Bachelor,2.0,Retired,>150k,102.45,367.42,0.0,2.0
0945-TSONX,No,2024-05-01,Two year,Yes,Credit card (automatic),No,Monthly,Yes,Yes,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,female,0.0,Yes,Yes,College,3.0,Retired,100–150k,85.3,268.62,10.0,3.0
0959-WHOKV,No,2024-05-01,One year,Yes,Electronic check,Yes,Quarter,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,male,0.0,No,No,Bachelor,1.0,Self-employed,>150k,99.0,288.83,4.0,2.0
3580-REOAC,Yes,2024-05-01,Month-to-month,Yes,Credit card (automatic),Yes,Monthly,No,Yes,Yes,No,DSL,No,No,No,No,No,No,No,No,Yes,Yes,male,0.0,No,No,College,1.0,Self-employed,60–100k,44.85,49.13,5.0,2.0
4091-TVOCN,No,2024-05-01,One year,Yes,Credit card (automatic),No,Monthly,Yes,Yes,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,male,0.0,No,Yes,College,1.0,Retired,100–150k,78.75,221.18,1.0,1.0
4654-DLAMQ,No,2024-05-01,One year,No,Bank transfer (automatic),No,Monthly,Yes,Yes,Yes,No phonb service,Fiber optic,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,female,1.0,Yes,No,College,2.0,Retired,100–150k,97.0,269.92,3.0,ORPH-09977cf1
