customerID,Churn,snapdate
1452-KIOVK,No,2023-11-01
6467-CHFZW,Yes,2023-11-01
5948-UJZLF,No,2023-11-01
8627-ZYGSZ,No,2023-11-01
4808-YNLEU,No,2023-11-01
6728-DKUCO,No,2023-11-01
4412-YLTKF,Yes,2023-11-01
6837-BJYDQ,No,2023-11-01
3376-BMGFE,Yes,2023-11-01
4827-USJHP,No,2023-11-01
6348-SNFUS,No,2023-11-01
6341-JVQGF,No,2023-11-01
0303-UNCIP,No,2023-11-01
6292-TOSSS,No,2023-11-01
3808-HFKDE,No,2023-11-01
0265-EDXBD,Yes,2023-11-01
5701-YVSVF,No,2023-11-01
2034-GDRCN,Yes,2023-11-01
9069-LGEUL,No,2023-11-01
0533-BNWKF,Yes,2023-11-01
4742-DRORA,No,2023-11-01
2806-MLNTI,No,2023-11-01
4110-PFEUZ,Yes,2023-11-01
9076-AXYIK,No,2023-11-01
9094-AZPHK,No,2023-11-01
8981-FJGLA,No,2023-11-01
8606-CIQUL,No,2023-11-01
6986-IJDHX,Yes,2023-11-01
6967-QIQRV,No,2023-11-01
4568-KNYWR,No,2023-11-01
6516-NKQBO,No,2023-11-01
5016-IBERQ,No,2023-11-01
0887-HJGAR,Yes,2023-11-01
7538-GWHML,Yes,2023-11-01
5313-FPXWG,No,2023-11-01
7596-ZYWBB,No,2023-11-01
4950-HKQTE,No,2023-11-01
6919-ELBGL,No,2023-11-01
5175-WLYXL,No,2023-11-01
4992-LTJNE,No,2023-11-01
7382-DFJTU,No,2023-11-01
3643-AHCFP,Yes,2023-11-01
6916-HIJSE,No,2023-11-01
0979-MOZQI,No,2023-11-01
2123-AGEEN,No,2023-11-01
5543-QDCRY,No,2023-11-01
7074-IEVOJ,Yes,2023-11-01
6231-WFGFH,No,2023-11-01
4541-RMRLG,Yes,2023-11-01
2604-XVDAM,No,2023-11-01
9524-EGPJC,Yes,2023-11-01
4822-RVYBB,Yes,2023-11-01
0810-DHDBD,No,2023-11-01
9646-NMHXE,No,2023-11-01
8999-BOHSE,Yes,2023-11-01
4159-NAAIX,No,2023-11-01
0927-LCSMG,Yes,2023-11-01
1430-SFQSA,No,2023-11-01
7129-ACFOG,No,2023-11-01
7670-ZBPOQ,No,2023-11-01
6077-BDPXA,No,2023-11-01
