customerID,Churn,snapdate
3655-SNQYZ,No,2023-06-01
6234-RAAPL,No,2023-06-01
1658-BYGOY,Yes,2023-06-01
2673-CXQEU,No,2023-06-01
8637-XJIVR,Yes,2023-06-01
3071-VBYPO,No,2023-06-01
7799-LGRDP,No,2023-06-01
6551-GNYDG,No,2023-06-01
1744-JHKYS,No,2023-06-01
2604-IJPDU,No,2023-06-01
0699-NDKJM,No,2023-06-01
1251-KRREG,Yes,2023-06-01
4111-BNXIF,No,2023-06-01
6432-TWQLB,Yes,2023-06-01
8203-XJZRC,No,2023-06-01
5027-YOCXN,No,2023-06-01
4322-RCYMT,Yes,2023-06-01
4572-DVCGN,Yes,2023-06-01
7156-MXBJE,No,2023-06-01
2977-CEBSX,No,2023-06-01
7916-VCCPB,No,2023-06-01
2320-SLKMB,No,2023-06-01
8313-NDOIA,No,2023-06-01
2359-KMGLI,Yes,2023-06-01
8205-OTCHB,Yes,2023-06-01
9412-GHEEC,Yes,2023-06-01
5348-CAGXB,No,2023-06-01
5791-KAJFD,No,2023-06-01
9548-LIGTA,No,2023-06-01
0719-SYFRB,Yes,2023-06-01
9396-ZSFLL,No,2023-06-01
7207-RMRDB,Yes,2023-06-01
5183-SNMJQ,No,2023-06-01
3729-OWRVL,No,2023-06-01
2480-JZOSN,No,2023-06-01
5575-TPIZQ,No,2023-06-01
7595-EHCDL,No,2023-06-01
6683-VLCTZ,Yes,2023-06-01
8823-RLPWL,No,2023-06-01
5173-WXOQV,No,2023-06-01
3196-NVXLZ,No,2023-06-01
4250-WAROZ,No,2023-06-01
2382-BCKQJ,Yes,2023-06-01
3050-GBUSH,No,2023-06-01
0730-KOAVE,No,2023-06-01
6513-EECDB,Yes,2023-06-01
6630-UJZMY,No,2023-06-01
9448-REEVD,Yes,2023-06-01
2834-JRTUA,Yes,2023-06-01
3842-IYKUE,Yes,2023-06-01
3863-IUBJR,Yes,2023-06-01
1767-CJKBA,No,2023-06-01
3486-NPGST,No,2023-06-01
4194-WHFCB,No,2023-06-01
7439-DKZTW,No,2023-06-01
1271-UODNO,No,2023-06-01
1779-PWPMG,No,2023-06-01
6870-ZWMNX,No,2023-06-01
1346-UFHAX,No,2023-06-01
4468-KAZHE,No,2023-06-01
9897-KXHCM,Yes,2023-06-01
1543-LLLFT,No,2023-06-01
4030-VPZBD,Yes,2023-06-01
5095-ETBRJ,No,2023-06-01
6248-TKCQV,No,2023-06-01
5158-RIVOP,No,2023-06-01
4671-LXRDQ,Yes,2023-06-01
5624-RYAMH,No,2023-06-01
1839-FBNFR,No,2023-06-01
0471-LVHGK,Yes,2023-06-01
5223-UZAVK,No,2023-06-01
9052-VKDUW,No,2023-06-01
1621-YNCJH,No,2023-06-01
6048-UWKAL,No,2023-06-01
4472-VESGY,No,2023-06-01
1921-KYSAY,No,2023-06-01
7905-NJMXS,No,2023-06-01
9651-GTSAQ,Yes,2023-06-01
2003-CKLOR,Yes,2023-06-01
2761-OCIAX,Yes,2023-06-01
2812-REYAT,No,2023-06-01
2988-PLAHS,No,2023-06-01
7963-GQRMY,Yes,2023-06-01
6311-UEUME,Yes,2023-06-01
4906-ZHGPK,No,2023-06-01
0386-CWRGM,No,2023-06-01
2040-XBAVJ,No,2023-06-01
1803-BGNBD,No,2023-06-01
