customerID,Churn,snapdate
5129-JLPIS,No,2023-09-01
3413-BMNZE,No,2023-09-01
4667-QONEA,No,2023-09-01
5630-AHZIL,No,2023-09-01
9848-JQJTX,No,2023-09-01
5256-SKJGO,No,2023-09-01
2372-HWUHI,Yes,2023-09-01
3077-RSNTJ,No,2023-09-01
5918-VUKWP,No,2023-09-01
2146-EGVDT,No,2023-09-01
2504-DSHIH,No,2023-09-01
1984-GPTEH,No,2023-09-01
3675-YDUPJ,No,2023-09-01
5940-AHUHD,Yes,2023-09-01
1563-IWQEX,No,2023-09-01
7563-BIUPC,Yes,2023-09-01
2868-SNELZ,Yes,2023-09-01
0623-IIHUG,Yes,2023-09-01
6862-CQUMB,No,2023-09-01
3951-NJCVI,No,2023-09-01
1996-DBMUS,No,2023-09-01
6048-NJXHX,No,2023-09-01
4785-FCIFB,No,2023-09-01
9399-APLBT,Yes,2023-09-01
6579-JPICP,No,2023-09-01
2475-MROZF,No,2023-09-01
9282-IZGQK,Yes,2023-09-01
5301-GAUUY,Yes,2023-09-01
6030-REHUX,No,2023-09-01
9244-ZVAPM,No,2023-09-01
7138-GIRSH,No,2023-09-01
9411-TPQQV,No,2023-09-01
4160-AMJTL,Yes,2023-09-01
0823-HSCDJ,Yes,2023-09-01
2682-KEVRP,No,2023-09-01
4312-KFRXN,No,2023-09-01
1173-NOEYG,No,2023-09-01
0139-IVFJG,No,2023-09-01
2037-XJFUP,Yes,2023-09-01
4257-GAESD,No,2023-09-01
4785-NKHCX,No,2023-09-01
9231-ZJYAM,Yes,2023-09-01
7695-PKLCZ,No,2023-09-01
4713-ZBURT,No,2023-09-01
7997-EASSD,No,2023-09-01
6024-RUGGH,No,2023-09-01
4198-VFOEA,No,2023-09-01
5382-SOYZL,No,2023-09-01
0604-THJFP,No,2023-09-01
7277-KAMWT,No,2023-09-01
4695-VADHF,Yes,2023-09-01
8146-QQKZH,No,2023-09-01
5981-ITEMU,Yes,2023-09-01
2111-DWYHN,No,2023-09-01
1338-CECEE,No,2023-09-01
3312-UUMZW,No,2023-09-01
2208-NQBCT,No,2023-09-01
8292-ITGYJ,No,2023-09-01
6994-ORCWG,No,2023-09-01
8967-SZQAS,No,2023-09-01
9866-QEVEE,Yes,2023-09-01
4525-VZCZG,No,2023-09-01
9220-ZNKJI,No,2023-09-01
7182-OVLBJ,No,2023-09-01
5027-XWQHA,Yes,2023-09-01
9831-BPFRI,Yes,2023-09-01
1768-ZAIFU,Yes,2023-09-01
9415-DPEWS,Yes,2023-09-01
8999-YPYBV,No,2023-09-01
2272-JKMSI,No,2023-09-01
5302-BDJNT,No,2023-09-01
1571-SAVHK,Yes,2023-09-01
8681-ICONS,No,2023-09-01
9495-SKLKD,No,2023-09-01
2667-WYLWJ,Yes,2023-09-01
5799-JRCZO,No,2023-09-01
7876-DNYAP,No,2023-09-01
9313-QOLTZ,No,2023-09-01
5312-TSZVC,No,2023-09-01
6485-QXWWE,No,2023-09-01
3813-DHBBB,No,2023-09-01
9995-HOTOH,No,2023-09-01
2967-MXRAV,No,2023-09-01
2808-CHTDM,No,2023-09-01
