customerID,Churn,snapdate
7590-VHVEG,No,2023-03-01
8779-QRDMV,Yes,2023-03-01
8865-TNMNX,No,2023-03-01
0434-CSFON,No,2023-03-01
5919-TMRGD,Yes,2023-03-01
6380-ARCEH,No,2023-03-01
1091-SOZGA,No,2023-03-01
3146-MSEGF,No,2023-03-01
8992-VONJD,No,2023-03-01
6317-YPKDH,Yes,2023-03-01
9323-HGFWY,No,2023-03-01
9408-SSNVZ,Yes,2023-03-01
7301-ABVAD,No,2023-03-01
7273-TEFQD,Yes,2023-03-01
0314-TKOSI,No,2023-03-01
0895-LMRSF,No,2023-03-01
5020-ZSTTY,Yes,2023-03-01
6035-BXTTY,No,2023-03-01
9294-TDIPC,No,2023-03-01
5651-CRHKQ,No,2023-03-01
2277-AXSDC,No,2023-03-01
2233-FAGXV,No,2023-03-01
0771-WLCLA,No,2023-03-01
4719-UMSIY,No,2023-03-01
0486-LGCCH,No,2023-03-01
4374-YMUSQ,No,2023-03-01
5174-ITUMV,No,2023-03-01
6859-QNXIQ,No,2023-03-01
6815-ABQFQ,No,2023-03-01
1218-VKFPE,Yes,2023-03-01
5839-SUYVZ,No,2023-03-01
4881-JVQOD,No,2023-03-01
9574-BOSMD,No,2023-03-01
5650-VDUDS,Yes,2023-03-01
1448-PWKYE,Yes,2023-03-01
1525-LNLOJ,No,2023-03-01
4697-LUPSU,No,2023-03-01
4381-MHQDC,No,2023-03-01
4013-GUXND,No,2023-03-01
5676-CFLYY,No,2023-03-01
5671-RQRLP,No,2023-03-01
4220-TINQT,No,2023-03-01
0727-BMPLR,Yes,2023-03-01
4795-UXVCJ,No,2023-03-01
9851-KIELU,Yes,2023-03-01
1051-GEJLJ,No,2023-03-01
7471-WNSUF,No,2023-03-01
0835-DUUIQ,No,2023-03-01
2826-DXLQO,No,2023-03-01
3318-ISQFQ,No,2023-03-01
8357-EQXFO,Yes,2023-03-01
1452-XRSJV,No,2023-03-01
1236-WFCDV,Yes,2023-03-01
6100-FJZDG,No,2023-03-01
0301-KOBTQ,No,2023-03-01
9578-FOMUK,No,2023-03-01
1047-NNCBF,No,2023-03-01
9553-DLCLU,No,2023-03-01
6242-MBHPK,No,2023-03-01
4835-YSJMR,No,2023-03-01
5370-IIVVL,No,2023-03-01
0872-JCPIB,No,2023-03-01
2120-SMPEX,No,2023-03-01
9992-UJOEL,No,2023-03-01
2388-LAESQ,No,2023-03-01
1291-CUOCY,No,2023-03-01
8947-YRTDV,No,2023-03-01
1371-DWPAZ,No,2023-03-01
3793-MMFUH,Yes,2023-03-01
1131-SUEKT,No,2023-03-01
7521-YXVZY,No,2023-03-01
8785-CJSHH,No,2023-03-01
7677-SJJJK,No,2023-03-01
2952-QAYZF,Yes,2023-03-01
8898-KASCD,No,2023-03-01
7041-TXQJH,No,2023-03-01
6184-DYUOB,No,2023-03-01
2796-UUZZO,No,2023-03-01
7338-ERIVA,No,2023-03-01
7108-DGVUU,No,2023-03-01
3068-OMWZA,Yes,2023-03-01
6022-KOUQO,No,2023-03-01
2351-RRBUE,No,2023-03-01
1171-TYKUR,No,2023-03-01
5451-MHQOF,No,2023-03-01
6961-MJKBO,No,2023-03-01
6407-UTSLV,No,2023-03-01
1222-KJNZD,No,2023-03-01
2511-MORQY,No,2023-03-01
0516-VRYBW,Yes,2023-03-01
6650-VJONK,No,2023-03-01
7554-AKDQF,No,2023-03-01
6990-YNRIO,Yes,2023-03-01
3279-DYZQM,No,2023-03-01
6474-FVJLC,Yes,2023-03-01
0754-EEBDC,No,2023-03-01
4623-ZKHLY,No,2023-03-01
4890-VMUAV,No,2023-03-01
5846-QFDFI,No,2023-03-01
1960-UYCNN,No,2023-03-01
7020-OZKXZ,No,2023-03-01
2546-KZAAT,No,2023-03-01
7398-HPYZQ,No,2023-03-01
5248-KWLAR,No,2023-03-01
9919-FZDED,No,2023-03-01
6227-FBDXH,No,2023-03-01
5793-YOLJN,No,2023-03-01
3023-GFLBR,Yes,2023-03-01
7101-HRBLJ,No,2023-03-01
7375-WMVMT,No,2023-03-01
6296-DDOOR,No,2023-03-01
2234-EOFPT,No,2023-03-01
3398-GCPMU,No,2023-03-01
6204-IEUXJ,Yes,2023-03-01
2754-SDJRD,No,2023-03-01
4800-CZMPC,Yes,2023-03-01
1187-WILMM,No,2023-03-01
0234-TEVTT,No,2023-03-01
7064-JHXCE,No,2023-03-01
3413-DHLPB,No,2023-03-01
5141-ZUVBH,No,2023-03-01
3694-DELSO,No,2023-03-01
2171-UDMFD,No,2023-03-01
2230-XTUWL,No,2023-03-01
0397-GZBBC,Yes,2023-03-01
0679-TDGAK,No,2023-03-01
5788-YPOEG,No,2023-03-01
7055-JCGNI,No,2023-03-01
8178-EYZUO,Yes,2023-03-01
7748-UMTRK,No,2023-03-01
2262-SLNVK,No,2023-03-01
7799-DSEWS,No,2023-03-01
4391-LNRXK,No,2023-03-01
5639-NTUPK,No,2023-03-01
6997-UVGOX,No,2023-03-01
2346-DJQTB,No,2023-03-01
3426-NIYYL,Yes,2023-03-01
0415-MOSGF,Yes,2023-03-01
9534-NSXEM,No,2023-03-01
4404-HIBDJ,Yes,2023-03-01
0519-DRGTI,No,2023-03-01
3251-YMVWZ,No,2023-03-01
7299-GNVPL,No,2023-03-01
2452-KDRRH,No,2023-03-01
2187-PKZAY,No,2023-03-01
0679-IDSTG,Yes,2023-03-01
9453-PATOS,No,2023-03-01
6313-GIDIT,Yes,2023-03-01
5590-BYNII,Yes,2023-03-01
5598-IKHQQ,No,2023-03-01
7613-LLQFO,Yes,2023-03-01
5199-FPUSP,No,2023-03-01
7317-GGVPB,Yes,2023-03-01
7089-XXAYG,No,2023-03-01
1777-JYQPJ,No,2023-03-01
7271-AJDTL,No,2023-03-01
3148-AOIQT,No,2023-03-01
7901-HXJVA,No,2023-03-01
2253-KPMNB,No,2023-03-01
6734-CKRSM,No,2023-03-01
0895-DQHEW,Yes,2023-03-01
8205-VSLRB,No,2023-03-01
8849-GYOKR,Yes,2023-03-01
4183-WCSEP,Yes,2023-03-01
6504-VBLFL,No,2023-03-01
1403-LKLIK,No,2023-03-01
2195-VVRJF,No,2023-03-01
6015-VVHHE,Yes,2023-03-01
0689-NKYLF,Yes,2023-03-01
5178-LMXOP,Yes,2023-03-01
5950-AAAGJ,No,2023-03-01
8663-UPDGF,No,2023-03-01
3508-VLHCZ,No,2023-03-01
2669-OIDSD,No,2023-03-01
6060-QBMGV,No,2023-03-01
5443-SCMKX,No,2023-03-01
6036-TTFYU,No,2023-03-01
1053-MXTTK,No,2023-03-01
4452-QIIEB,No,2023-03-01
0260-ZDLGK,Yes,2023-03-01
8623-TMRBY,Yes,2023-03-01
9373-WSLOY,No,2023-03-01
1771-OADNZ,Yes,2023-03-01
2259-OUUSZ,No,2023-03-01
0836-SEYLU,Yes,2023-03-01
5616-PRTNT,Yes,2023-03-01
1097-FSPVW,No,2023-03-01
0508-OOLTO,No,2023-03-01
8617-ENBDS,No,2023-03-01
1335-MXCSE,No,2023-03-01
7973-DZRKH,No,2023-03-01
9481-IEBZY,No,2023-03-01
1080-BWSYE,No,2023-03-01
9862-KJTYK,No,2023-03-01
9470-RTWDV,No,2023-03-01
8008-OTEZX,No,2023-03-01
6339-TBELP,No,2023-03-01
1559-DTODC,No,2023-03-01
7404-JLKQG,No,2023-03-01
8868-WOZGU,Yes,2023-03-01
0420-HLGXF,No,2023-03-01
4334-HOWRP,No,2023-03-01
9581-GVBXT,No,2023-03-01
0757-WCUUZ,No,2023-03-01
6199-IPCAO,No,2023-03-01
0608-JDVEC,No,2023-03-01
9138-EFSMO,No,2023-03-01
2748-MYRVK,Yes,2023-03-01
5049-MUBWG,No,2023-03-01
5482-PLVPE,Yes,2023-03-01
8316-BBQAY,No,2023-03-01
4644-OBGFZ,No,2023-03-01
1567-DSCIC,Yes,2023-03-01
5269-NRGDP,No,2023-03-01
9135-HSWOC,No,2023-03-01
1131-ALZWV,No,2023-03-01
5324-KTGCG,No,2023-03-01
4468-YDOVK,No,2023-03-01
2675-OTVVJ,No,2023-03-01
2520-SGTTA,No,2023-03-01
5215-LNLDJ,No,2023-03-01
1544-JJMYL,No,2023-03-01
3397-AVTKU,No,2023-03-01
0365-GXEZS,No,2023-03-01
7908-QCBCA,Yes,2023-03-01
2830-LEWOA,No,2023-03-01
3506-LCJDC,Yes,2023-03-01
6728-WYQBC,No,2023-03-01
2252-ISRNH,No,2023-03-01
0825-CPPQH,No,2023-03-01
1741-WTPON,No,2023-03-01
8513-OLYGY,No,2023-03-01
1853-UDXBW,Yes,2023-03-01
0883-EIBTI,Yes,2023-03-01
1986-PHGZF,No,2023-03-01
5365-LLFYV,No,2023-03-01
8979-CAMGB,No,2023-03-01
2778-OCLGR,Yes,2023-03-01
3569-VLDHH,No,2023-03-01
5895-QSXOD,No,2023-03-01
9300-AGZNL,Yes,2023-03-01
5641-DMBFJ,No,2023-03-01
5730-RIITO,No,2023-03-01
7321-ZNSLA,No,2023-03-01
1215-EXRMO,No,2023-03-01
7137-RYLPP,Yes,2023-03-01
0264-CNITK,No,2023-03-01
3703-KBKZP,No,2023-03-01
7480-QNVZJ,Yes,2023-03-01
8595-SIZNC,No,2023-03-01
5600-PDUJF,No,2023-03-01
5231-FIQPA,No,2023-03-01
9909-IDLEK,No,2023-03-01
6133-OZILE,No,2023-03-01
