customerID,Churn,snapdate
4190-MFLUW,Yes,2024-03-01
5380-WJKOV,Yes,2024-03-01
3957-SQXML,No,2024-03-01
0191-ZHSKZ,No,2024-03-01
3212-KXOCR,No,2024-03-01
8402-OOOHJ,No,2024-03-01
6217-KDYWC,No,2024-03-01
6371-NZYEG,No,2024-03-01
5947-SGKCL,No,2024-03-01
7255-SSFBC,No,2024-03-01
2040-LDIWQ,No,2024-03-01
0094-OIFMO,Yes,2024-03-01
4959-JOSRX,Yes,2024-03-01
8645-KWHJO,No,2024-03-01
2985-JUUBZ,No,2024-03-01
2840-XANRC,Yes,2024-03-01
7982-VCELR,No,2024-03-01
9057-MSWCO,Yes,2024-03-01
2863-IMQDR,No,2024-03-01
2519-ERQOJ,No,2024-03-01
0578-SKVMF,Yes,2024-03-01
5886-VLQVU,No,2024-03-01
4237-CLSMM,No,2024-03-01
0306-JAELE,Yes,2024-03-01
6235-VDHOM,Yes,2024-03-01
0257-ZESQC,Yes,2024-03-01
8905-IAZPF,No,2024-03-01
2501-XWWTZ,No,2024-03-01
6522-YRBXD,No,2024-03-01
1710-RCXUS,No,2024-03-01
5240-CAOYT,No,2024-03-01
4913-EHYUI,Yes,2024-03-01
4464-JCOLN,Yes,2024-03-01
5760-IFJOZ,No,2024-03-01
9978-HYCIN,No,2024-03-01
1853-ARAAQ,No,2024-03-01
1307-TVUFB,No,2024-03-01
2189-WWOEW,Yes,2024-03-01
3758-CKOQL,No,2024-03-01
3807-XHCJH,No,2024-03-01
0115-TFERT,Yes,2024-03-01
6092-QZVPP,No,2024-03-01
3224-DFQNQ,No,2024-03-01
7945-HLKEA,No,2024-03-01
4315-MURBD,Yes,2024-03-01
6103-BOCOU,No,2024-03-01
2692-AQCPF,No,2024-03-01
4002-BQWPQ,No,2024-03-01
6646-QVXLR,Yes,2024-03-01
2545-LXYVJ,No,2024-03-01
3748-FVMZZ,No,2024-03-01
4869-EPIUS,No,2024-03-01
2074-GKOWZ,Yes,2024-03-01
9845-PEEKO,No,2024-03-01
9742-XOKTS,No,2024-03-01
6891-JPYFF,No,2024-03-01
0774-IFUVM,No,2024-03-01
5334-JLAXU,No,2024-03-01
0125-LZQXK,Yes,2024-03-01
5542-NKVRU,No,2024-03-01
7979-CORPM,Yes,2024-03-01
5565-FILXA,Yes,2024-03-01
5529-GIBVH,No,2024-03-01
4730-AWNAU,No,2024-03-01
5989-OMNJE,No,2024-03-01
1907-YLNYW,No,2024-03-01
1934-SJVJK,Yes,2024-03-01
9272-LSVYH,No,2024-03-01
1697-BCSHV,No,2024-03-01
3569-EDBPQ,No,2024-03-01
9350-VLHMB,No,2024-03-01
5777-KJIRB,No,2024-03-01
7893-IXHRQ,Yes,2024-03-01
9851-QXEEQ,Yes,2024-03-01
0529-ONKER,Yes,2024-03-01
1925-GMVBW,No,2024-03-01
