customerID,Churn,snapdate
7795-CFOCW,No,2024-08-01
3638-WEABW,No,2024-08-01
4671-VJLCL,No,2024-08-01
0557-ASKVU,No,2024-08-01
9919-YLNNG,No,2024-08-01
5386-THSLQ,No,2024-08-01
6497-TILVL,No,2024-08-01
2636-SJDOU,No,2024-08-01
4648-YPBTM,No,2024-08-01
5524-KHNJP,No,2024-08-01
7018-WBJNK,No,2024-08-01
0742-MOABM,Yes,2024-08-01
9058-HRZSV,No,2024-08-01
7605-BDWDC,No,2024-08-01
9577-WJVCQ,No,2024-08-01
8181-YHCMF,No,2024-08-01
7102-JJVTX,No,2024-08-01
9639-BUJXT,No,2024-08-01
5176-LMJXE,No,2024-08-01
5167-ZFFMM,Yes,2024-08-01
3067-SVMTC,No,2024-08-01
3935-TBRZZ,No,2024-08-01
2937-FTHUR,No,2024-08-01
3811-VBYBZ,Yes,2024-08-01
5168-MQQCA,No,2024-08-01
7803-XOCCZ,No,2024-08-01
6825-UYPFK,Yes,2024-08-01
1342-JPNKI,Yes,2024-08-01
6103-LIANB,No,2024-08-01
1423-BMPBQ,No,2024-08-01
2001-MCUUW,No,2024-08-01
5148-HKFIR,No,2024-08-01
4908-XAXAY,No,2024-08-01
9565-FLVCG,No,2024-08-01
7251-LJBQN,No,2024-08-01
6942-LBFDP,No,2024-08-01
1589-AGTLK,Yes,2024-08-01
4018-PPNDW,No,2024-08-01
1266-NZYUI,No,2024-08-01
4678-DVQEO,Yes,2024-08-01
3174-AKMAS,No,2024-08-01
0295-QVKPB,No,2024-08-01
6549-NNDYT,No,2024-08-01
9944-HKVVB,Yes,2024-08-01
3199-NPKCN,No,2024-08-01
5285-MVEHD,No,2024-08-01
9199-PWQVC,No,2024-08-01
6115-ZTBFQ,No,2024-08-01
4849-PYRLQ,No,2024-08-01
8603-IJWDN,Yes,2024-08-01
8917-FAEMR,No,2024-08-01
7460-ITWWP,No,2024-08-01
4883-QICIH,Yes,2024-08-01
7143-BQIBA,No,2024-08-01
9878-TNQGW,Yes,2024-08-01
7722-CVFXN,No,2024-08-01
0074-HDKDG,No,2024-08-01
2446-ZKVAF,No,2024-08-01
0135-NMXAP,Yes,2024-08-01
0887-WBJVH,No,2024-08-01
9087-EYCPR,No,2024-08-01
1618-CFHME,Yes,2024-08-01
5552-ZNFSJ,Yes,2024-08-01
6818-WOBHJ,Yes,2024-08-01
4389-UEFCZ,No,2024-08-01
