customerID,Churn,snapdate
6388-TABGU,No,2024-05-01
8773-HHUOZ,Yes,2024-05-01
2954-PIBKO,No,2024-05-01
7410-OIEDU,No,2024-05-01
3016-KSVCP,No,2024-05-01
2848-YXSMW,No,2024-05-01
2639-UGMAZ,No,2024-05-01
3466-BYAVD,No,2024-05-01
1159-WFSGR,No,2024-05-01
8017-UVSZU,No,2024-05-01
1347-KTTTA,No,2024-05-01
0945-TSONX,No,2024-05-01
0959-WHOKV,No,2024-05-01
7014-ZZXAW,No,2024-05-01
3580-REOAC,Yes,2024-05-01
4091-TVOCN,No,2024-05-01
2739-CACDQ,No,2024-05-01
4654-DLAMQ,No,2024-05-01
3520-FJGCV,No,2024-05-01
5522-JBWMO,No,2024-05-01
7989-CHGTL,Yes,2024-05-01
6152-ONASV,No,2024-05-01
1090-ESELR,No,2024-05-01
4640-UHDOS,Yes,2024-05-01
8372-JUXUI,Yes,2024-05-01
1135-LMECX,No,2024-05-01
0356-OBMAC,No,2024-05-01
8138-EALND,No,2024-05-01
0308-IVGOK,No,2024-05-01
0795-LAFGP,No,2024-05-01
3419-SNJJD,Yes,2024-05-01
4554-YGZIH,Yes,2024-05-01
3509-GWQGF,No,2024-05-01
0214-JHPFW,No,2024-05-01
5076-YVXCM,No,2024-05-01
3347-YJZZE,No,2024-05-01
2753-JMMCV,No,2024-05-01
8405-IGQFX,No,2024-05-01
3137-NYQQI,No,2024-05-01
0229-LFJAF,No,2024-05-01
1820-TQVEV,Yes,2024-05-01
5337-IIWKZ,No,2024-05-01
7408-OFWXJ,No,2024-05-01
0323-XWWTN,No,2024-05-01
7549-MYGPK,Yes,2024-05-01
0835-JKADZ,No,2024-05-01
8812-ZRHFP,No,2024-05-01
6169-PPETC,No,2024-05-01
3158-MOERK,Yes,2024-05-01
3280-NMUVX,No,2024-05-01
6419-ZTTLE,No,2024-05-01
4184-TJFAN,Yes,2024-05-01
8329-IBCTI,Yes,2024-05-01
8883-GRDWQ,No,2024-05-01
4546-FOKWR,No,2024-05-01
3391-JSQEW,No,2024-05-01
3452-ABWRL,No,2024-05-01
8844-TONUD,Yes,2024-05-01
1282-IHQAC,No,2024-05-01
3916-NRPAP,No,2024-05-01
8268-YDIXR,No,2024-05-01
9068-VPWQQ,No,2024-05-01
2833-SLKDQ,Yes,2024-05-01
8480-PPONV,No,2024-05-01
9968-FFVVH,No,2024-05-01
7831-QGOXH,Yes,2024-05-01
3910-MRQOY,No,2024-05-01
2625-TRCZQ,No,2024-05-01
5478-JJVZK,No,2024-05-01
8621-MNIHH,Yes,2024-05-01
5977-CKHON,No,2024-05-01
4652-ODEVH,No,2024-05-01
6806-YDEUL,No,2024-05-01
5394-SVGJV,Yes,2024-05-01
6543-JXSOO,No,2024-05-01
1092-GANHU,Yes,2024-05-01
9764-REAFF,No,2024-05-01
4237-RLAQD,Yes,2024-05-01
0799-DDIHE,No,2024-05-01
7351-KYHQH,No,2024-05-01
3584-WKTTW,No,2024-05-01
3533-UVMOM,No,2024-05-01
2851-MMUTZ,No,2024-05-01
5405-ZMYXQ,No,2024-05-01
0274-JKUJR,No,2024-05-01
3280-MRDOF,No,2024-05-01
8226-BXGES,No,2024-05-01
1320-REHCS,No,2024-05-01
3144-KMTWZ,No,2024-05-01
2586-CWXVV,No,2024-05-01
9606-PBKBQ,Yes,2024-05-01
3030-YDNRM,No,2024-05-01
0621-TWIEM,Yes,2024-05-01
7010-BRBUU,No,2024-05-01
8069-YQQAJ,No,2024-05-01
3750-YHRYO,No,2024-05-01
2018-QKYGT,No,2024-05-01
8466-PZBLH,No,2024-05-01
5110-CHOPY,No,2024-05-01
9885-MFVSU,No,2024-05-01
7639-OPLNG,No,2024-05-01
6481-OGDOO,Yes,2024-05-01
1170-SASML,No,2024-05-01
6356-ELRKD,Yes,2024-05-01
3933-DQPWX,No,2024-05-01
3521-HTQTV,No,2024-05-01
9787-XVQIU,Yes,2024-05-01
2014-MKGMH,No,2024-05-01
6418-PIQSP,No,2024-05-01
4195-PNGZS,No,2024-05-01
4365-MSDYN,No,2024-05-01
3496-LFSZU,No,2024-05-01
5527-ACHSO,No,2024-05-01
0151-ONTOV,Yes,2024-05-01
4056-QHXHZ,No,2024-05-01
5414-OFQCB,No,2024-05-01
2972-YDYUW,No,2024-05-01
9548-ZMVTX,No,2024-05-01
9570-KYEUA,No,2024-05-01
6161-ERDGD,No,2024-05-01
3275-RHRNE,No,2024-05-01
8406-LNMHF,No,2024-05-01
1357-MVDOZ,No,2024-05-01
4716-MRVEN,No,2024-05-01
1032-MAELW,No,2024-05-01
1926-QUZNN,No,2024-05-01
0022-TCJCI,Yes,2024-05-01
0188-GWFLE,No,2024-05-01
8237-ULIXL,No,2024-05-01
7576-OYWBN,Yes,2024-05-01
4446-BZKHU,Yes,2024-05-01
5028-GZLDO,Yes,2024-05-01
3027-YNWZU,No,2024-05-01
4659-NZRUF,Yes,2024-05-01
8628-MFKAX,No,2024-05-01
6128-AQBMT,No,2024-05-01
1143-NMNQJ,Yes,2024-05-01
9086-YJYXS,No,2024-05-01
5577-OTWWW,Yes,2024-05-01
0581-MDMPW,No,2024-05-01
4360-QRAVE,No,2024-05-01
3999-QGRJH,Yes,2024-05-01
6838-HVLXG,No,2024-05-01
2672-HUYVI,Yes,2024-05-01
9830-ECLEN,No,2024-05-01
9619-GSATL,No,2024-05-01
2606-PKWJB,No,2024-05-01
3489-VSFRD,No,2024-05-01
1163-VIPRI,No,2024-05-01
3308-MHOOC,No,2024-05-01
8896-BQTTI,No,2024-05-01
1208-DNHLN,Yes,2024-05-01
0268-QKIWO,Yes,2024-05-01
1784-BXEFA,No,2024-05-01
5680-LQOGP,No,2024-05-01
4521-WFJAI,No,2024-05-01
7080-TNUWP,No,2024-05-01
3629-WEAAM,No,2024-05-01
4578-PHJYZ,No,2024-05-01
5384-ZTTWP,No,2024-05-01
8149-RSOUN,Yes,2024-05-01
5519-NPHVG,Yes,2024-05-01
4324-BZCKL,No,2024-05-01
2662-NNTDK,No,2024-05-01
9626-VFRGG,No,2024-05-01
6061-PQHMK,No,2024-05-01
5366-OBVMR,No,2024-05-01
0897-FEGMU,Yes,2024-05-01
4680-KUTAJ,No,2024-05-01
9617-INGJY,No,2024-05-01
4806-DXQCE,No,2024-05-01
7872-BAAZR,No,2024-05-01
5473-KHBPS,No,2024-05-01
9402-ORRAH,No,2024-05-01
0975-UYDTX,No,2024-05-01
8710-YGLWG,No,2024-05-01
2880-FPNAE,No,2024-05-01
6897-RWMUB,No,2024-05-01
9847-HNVGP,No,2024-05-01
8734-FNWVH,No,2024-05-01
4488-KQFDT,No,2024-05-01
7527-QNRUS,No,2024-05-01
0174-QRVVY,No,2024-05-01
2587-EKXTS,No,2024-05-01
9488-HGMJH,Yes,2024-05-01
2103-ZRXFN,No,2024-05-01
3635-QQRQD,No,2024-05-01
4424-TKOPW,Yes,2024-05-01
2129-ALKBS,No,2024-05-01
0310-VQXAM,No,2024-05-01
9602-WCXPI,No,2024-05-01
8374-XGEJJ,Yes,2024-05-01
5089-IFSDP,Yes,2024-05-01
1357-BIJKI,No,2024-05-01
2592-HODOV,No,2024-05-01
1093-YSWCA,No,2024-05-01
9702-AIUJO,No,2024-05-01
4495-LHSSK,No,2024-05-01
2920-RNCEZ,No,2024-05-01
7634-WSWDB,No,2024-05-01
4006-HKYHO,No,2024-05-01
0019-GFNTW,No,2024-05-01
6199-IWKGC,No,2024-05-01
9938-TKDGL,No,2024-05-01
4282-YMKNA,Yes,2024-05-01
0746-JTRFU,Yes,2024-05-01
3192-LNKRK,No,2024-05-01
6559-ILWKJ,Yes,2024-05-01
3663-MITLP,Yes,2024-05-01
7103-ZGVNT,No,2024-05-01
4385-ZKVNW,No,2024-05-01
5451-YHYPW,No,2024-05-01
7919-ZODZZ,No,2024-05-01
9170-CCKOU,Yes,2024-05-01
2228-BZDEE,No,2024-05-01
2582-FFFZR,No,2024-05-01
2979-SXESE,Yes,2024-05-01
7903-CMPEY,Yes,2024-05-01
2592-SEIFQ,Yes,2024-05-01
1482-OXZSY,No,2024-05-01
5227-JSCFE,No,2024-05-01
3486-HOOGQ,No,2024-05-01
2001-EWBQU,No,2024-05-01
6893-ODYYE,No,2024-05-01
8259-DZLIZ,No,2024-05-01
2013-SGDXK,Yes,2024-05-01
0423-UDIJQ,No,2024-05-01
2074-GUHPQ,No,2024-05-01
7639-SUPCW,Yes,2024-05-01
1494-EJZDW,No,2024-05-01
2519-TWKFS,No,2024-05-01
6112-KTHFQ,No,2024-05-01
5172-RKOCB,No,2024-05-01
8701-DGLVH,No,2024-05-01
2832-SCUCO,No,2024-05-01
4007-NHVHI,No,2024-05-01
6522-OIQSX,No,2024-05-01
6633-MPWBS,Yes,2024-05-01
2878-DHMIN,No,2024-05-01
0511-JTEOY,Yes,2024-05-01
7814-LEEVE,No,2024-05-01
1600-DILPE,No,2024-05-01
8190-ZTQFB,No,2024-05-01
1384-RCUXW,No,2024-05-01
9746-MDMBK,No,2024-05-01
3720-DBRWL,No,2024-05-01
2055-BFOCC,No,2024-05-01
3669-LVWZB,Yes,2024-05-01
2303-PJYHN,No,2024-05-01
0909-SDHNU,No,2024-05-01
0052-DCKON,No,2024-05-01
1848-LBZHY,No,2024-05-01
2955-PSXOE,Yes,2024-05-01
1602-IJQQE,Yes,2024-05-01
0277-BKSQP,No,2024-05-01
