customerID,Churn,snapdate
9959-WOFKT,No,2023-08-01
6572-ADKRS,No,2023-08-01
5067-XJQFU,No,2023-08-01
5590-ZSKRV,No,2023-08-01
0278-YXOOG,Yes,2023-08-01
5299-RULOA,Yes,2023-08-01
3774-VBNXY,No,2023-08-01
2749-CTKAJ,No,2023-08-01
2070-FNEXE,Yes,2023-08-01
6168-YBYNP,No,2023-08-01
0230-WEQUW,No,2023-08-01
9903-LYSAB,No,2023-08-01
6655-LHBYW,No,2023-08-01
3179-GBRWV,No,2023-08-01
6851-WEFYX,No,2023-08-01
2321-OMBXY,Yes,2023-08-01
2088-IEBAU,No,2023-08-01
8984-EYLLL,No,2023-08-01
9601-BRXPO,Yes,2023-08-01
6599-CEBNN,Yes,2023-08-01
5249-QYHEX,No,2023-08-01
4376-KFVRS,No,2023-08-01
0942-KOWSM,No,2023-08-01
4431-EDMIQ,No,2023-08-01
0505-SPOOW,No,2023-08-01
6705-LXORM,No,2023-08-01
5844-QVTAT,No,2023-08-01
1154-HYWWO,No,2023-08-01
8270-RKSAP,No,2023-08-01
5172-MIGPM,No,2023-08-01
7134-MJPDY,No,2023-08-01
2077-DDHJK,No,2023-08-01
7838-LAZFO,No,2023-08-01
0822-GAVAP,Yes,2023-08-01
5896-NPFWW,Yes,2023-08-01
9944-AEXBM,No,2023-08-01
2521-NPUZR,No,2023-08-01
0030-FNXPP,No,2023-08-01
7314-OXENN,Yes,2023-08-01
6286-ZHAOK,No,2023-08-01
0036-IHMOT,No,2023-08-01
6982-SSHFK,Yes,2023-08-01
2207-NHRJK,Yes,2023-08-01
7876-AEHIG,No,2023-08-01
0678-RLHVP,No,2023-08-01
4079-WWQQQ,No,2023-08-01
6400-BWQKW,Yes,2023-08-01
8388-FYNPZ,No,2023-08-01
5879-SESNB,No,2023-08-01
1374-DMZUI,Yes,2023-08-01
9361-YNQWJ,No,2023-08-01
4581-LNWUM,No,2023-08-01
1624-WOIWJ,Yes,2023-08-01
4361-BKAXE,Yes,2023-08-01
4607-CHPCA,Yes,2023-08-01
6900-RBKER,No,2023-08-01
0831-JNISG,No,2023-08-01
5268-DSMNQ,No,2023-08-01
2933-XEUJM,No,2023-08-01
8944-AILEF,No,2023-08-01
0784-GTUUK,No,2023-08-01
2788-CJQAQ,No,2023-08-01
0723-VSOBE,No,2023-08-01
4821-WQOYN,No,2023-08-01
6198-ZFIOJ,No,2023-08-01
9277-JOOMO,No,2023-08-01
6265-FRMTQ,No,2023-08-01
7130-YXBRO,No,2023-08-01
3071-MVJCD,No,2023-08-01
8714-CTZJW,No,2023-08-01
5651-WYIPH,No,2023-08-01
1666-JZPZT,No,2023-08-01
6362-QHAFM,No,2023-08-01
5469-CTCWN,Yes,2023-08-01
3128-YOVTD,No,2023-08-01
2924-KHUVI,No,2023-08-01
2091-GPPIQ,No,2023-08-01
4672-FOTSD,No,2023-08-01
9254-RBFON,Yes,2023-08-01
5327-CNLUQ,No,2023-08-01
4939-KYYPY,No,2023-08-01
4999-IEZLT,No,2023-08-01
4163-KIUHY,No,2023-08-01
3283-WCWXT,No,2023-08-01
3795-GWTRD,No,2023-08-01
0404-AHASP,No,2023-08-01
8887-IPQNC,No,2023-08-01
6950-TWMYB,No,2023-08-01
2155-AMQRX,No,2023-08-01
0839-QNXME,No,2023-08-01
5663-QBGIS,No,2023-08-01
1349-WXNGG,Yes,2023-08-01
9359-JANWS,No,2023-08-01
7873-CVMAW,No,2023-08-01
7776-QWNFX,Yes,2023-08-01
3219-JQRSL,No,2023-08-01
0854-UYHZD,No,2023-08-01
5619-PTMIK,No,2023-08-01
5692-ICXLW,No,2023-08-01
0266-CLZKZ,No,2023-08-01
1087-GRUYI,No,2023-08-01
8309-IEYJD,No,2023-08-01
2189-UXTKY,Yes,2023-08-01
3177-LASXD,Yes,2023-08-01
8087-LGYHQ,No,2023-08-01
4139-DETXS,No,2023-08-01
8612-GXIDD,No,2023-08-01
1784-EZDKJ,No,2023-08-01
2878-RMWXY,No,2023-08-01
8548-AWOFC,No,2023-08-01
0839-JTCUD,No,2023-08-01
2212-LYASK,No,2023-08-01
2054-PJOCK,No,2023-08-01
3571-RFHAR,Yes,2023-08-01
3870-MQAMG,Yes,2023-08-01
6770-UAYGJ,No,2023-08-01
4612-THJBS,Yes,2023-08-01
9251-WNSOD,No,2023-08-01
9308-ANMVE,No,2023-08-01
3722-WPXTK,Yes,2023-08-01
4307-KWMXE,No,2023-08-01
0567-GGCAC,No,2023-08-01
5198-EFNBM,No,2023-08-01
1212-GLHMD,No,2023-08-01
5702-SKUOB,No,2023-08-01
5186-SAMNZ,Yes,2023-08-01
8670-ERCJH,No,2023-08-01
4061-UKJWL,No,2023-08-01
4910-GMJOT,Yes,2023-08-01
5945-AZYHT,No,2023-08-01
4588-YBNIB,Yes,2023-08-01
7665-NKLAV,No,2023-08-01
3301-LSLWQ,No,2023-08-01
2608-BHKFN,Yes,2023-08-01
6461-SZMCV,No,2023-08-01
0244-LGNFY,No,2023-08-01
5074-FBGHB,No,2023-08-01
0197-PNKNK,No,2023-08-01
4860-YZGZM,No,2023-08-01
6023-YEBUP,Yes,2023-08-01
0936-NQLJU,No,2023-08-01
2002-MZHWP,Yes,2023-08-01
7771-CFQRQ,No,2023-08-01
0310-MVLET,Yes,2023-08-01
8234-GSZYK,No,2023-08-01
2181-TIDSV,No,2023-08-01
5312-IRCFR,No,2023-08-01
2674-MIAHT,No,2023-08-01
5906-BFOZT,No,2023-08-01
1891-FZYSA,Yes,2023-08-01
1402-PTHGN,No,2023-08-01
8512-WIWYV,No,2023-08-01
7319-ZNRTR,No,2023-08-01
7284-ZZLOH,No,2023-08-01
2410-CIYFZ,No,2023-08-01
9844-FELAJ,No,2023-08-01
4567-AKPIA,No,2023-08-01
3030-YZADT,Yes,2023-08-01
1814-WFGVS,No,2023-08-01
3523-QRQLL,Yes,2023-08-01
3594-IVHJZ,No,2023-08-01
6734-JDTTV,No,2023-08-01
5482-VXSXJ,No,2023-08-01
4323-ELYYB,No,2023-08-01
9194-GFVOI,No,2023-08-01
6685-GBWJZ,No,2023-08-01
0840-DFEZH,No,2023-08-01
3891-PUQOD,Yes,2023-08-01
2696-RZVZW,No,2023-08-01
1642-HMARX,No,2023-08-01
3272-VUHPV,No,2023-08-01
2746-DIJLO,No,2023-08-01
8566-YPRGL,No,2023-08-01
7801-KICAO,No,2023-08-01
9799-CAYJJ,No,2023-08-01
0748-RDGGM,Yes,2023-08-01
5062-CJJKH,No,2023-08-01
2045-BMBTJ,No,2023-08-01
7541-YLXCL,Yes,2023-08-01
7011-CVEUC,No,2023-08-01
3346-BRMIS,Yes,2023-08-01
4083-EUGRJ,Yes,2023-08-01
8450-LUGUK,No,2023-08-01
6656-JWRQX,No,2023-08-01
4821-SJHJV,No,2023-08-01
0655-YDGFJ,No,2023-08-01
8601-QACRS,Yes,2023-08-01
4615-PIVVU,No,2023-08-01
4742-TXUEX,No,2023-08-01
7868-BGSZA,No,2023-08-01
9504-YAZWB,No,2023-08-01
3932-CMDTD,Yes,2023-08-01
3675-EQOZA,No,2023-08-01
2898-LSJGD,Yes,2023-08-01
8015-IHCGW,No,2023-08-01
3871-IKPYH,Yes,2023-08-01
5712-VBOXD,No,2023-08-01
2019-HDCZY,No,2023-08-01
4778-IZARL,No,2023-08-01
6023-GSSXW,No,2023-08-01
9473-CBZOP,No,2023-08-01
0603-TPMIB,No,2023-08-01
7980-MHFLQ,No,2023-08-01
0916-QOFDP,No,2023-08-01
9974-JFBHQ,No,2023-08-01
6211-WWLTF,No,2023-08-01
7777-UNYHB,No,2023-08-01
1685-VAYJF,No,2023-08-01
3470-BTGQO,No,2023-08-01
5934-RMPOV,No,2023-08-01
8107-KNCIM,No,2023-08-01
6715-OFDBP,Yes,2023-08-01
9732-EQMWY,No,2023-08-01
5955-EPOAZ,No,2023-08-01
2192-OZITF,No,2023-08-01
5808-TOTXO,No,2023-08-01
2674-MLXMN,No,2023-08-01
7998-ZLXWN,No,2023-08-01
8212-CRQXP,No,2023-08-01
7663-YJHSN,No,2023-08-01
0515-YPMCW,Yes,2023-08-01
3716-LRGXK,No,2023-08-01
7611-YKYTC,No,2023-08-01
6937-GCDGQ,No,2023-08-01
0575-CUQOV,No,2023-08-01
2012-NWRPA,Yes,2023-08-01
1100-DDVRV,No,2023-08-01
5944-UGLLK,No,2023-08-01
0471-ARVMX,No,2023-08-01
3440-JPSCL,Yes,2023-08-01
3007-FDPEA,No,2023-08-01
9470-YFUYI,No,2023-08-01
6743-HHQPF,No,2023-08-01
8443-WVPSS,Yes,2023-08-01
0129-KPTWJ,No,2023-08-01
9356-AXGMP,No,2023-08-01
9298-WGMRW,No,2023-08-01
1582-RAFML,Yes,2023-08-01
7501-VTYLJ,No,2023-08-01
3892-NXAZG,No,2023-08-01
6654-QGBZZ,No,2023-08-01
5134-IKDAY,Yes,2023-08-01
6344-SFJVH,No,2023-08-01
4973-RLZVI,No,2023-08-01
2533-TIBIX,No,2023-08-01
6040-CGACY,No,2023-08-01
0930-EHUZA,No,2023-08-01
4486-EFAEB,No,2023-08-01
6527-PZFPV,No,2023-08-01
4816-JBHOV,Yes,2023-08-01
2073-QBVBI,No,2023-08-01
8943-URTMR,Yes,2023-08-01
7354-OIJLX,No,2023-08-01
8314-HTWVE,No,2023-08-01
8547-NSBBO,No,2023-08-01
5317-FLPJF,No,2023-08-01
8016-NCFVO,No,2023-08-01
5840-NVDCG,No,2023-08-01
3672-YITQD,Yes,2023-08-01
7566-DSRLQ,No,2023-08-01
5018-HEKFO,No,2023-08-01
6261-LHRTG,No,2023-08-01
6029-WTIPC,Yes,2023-08-01
0345-HKJVM,Yes,2023-08-01
7647-GYYKX,No,2023-08-01
1213-NGCUN,Yes,2023-08-01
6705-LNMDD,No,2023-08-01
1460-UZPRJ,No,2023-08-01
8313-KTIHG,No,2023-08-01
2379-ENZGV,Yes,2023-08-01
9715-SBVSU,No,2023-08-01
7000-WCEVQ,Yes,2023-08-01
9496-IVVRP,No,2023-08-01
2725-TTRIQ,No,2023-08-01
7614-QVWQL,Yes,2023-08-01
7472-EQOAV,No,2023-08-01
8029-XYPWT,No,2023-08-01
6918-UMQCG,No,2023-08-01
4163-HFTUK,No,2023-08-01
6284-AHOOQ,Yes,2023-08-01
0816-TSPHQ,No,2023-08-01
4423-JWZJN,No,2023-08-01
3096-GKWEB,No,2023-08-01
2896-TBNBE,No,2023-08-01
1984-FCOWB,Yes,2023-08-01
8169-SAEJD,No,2023-08-01
